,0
0,32
1,12
2,23
3,33
4,28
5,7
6,19
7,25
8,13
9,14
10,12
11,18
12,28
13,22
14,35
15,35
16,28
17,20
18,17
19,31
20,3
21,6
22,14
23,3
24,1
25,28
26,19
27,9
28,28
29,35
30,25
31,23
32,19
33,2
34,2
35,16
36,23
37,23
38,19
39,35
40,35
41,12
42,4
43,23
44,32
45,17
46,23
47,19
48,21
49,17
50,24
51,14
52,19
53,19
54,25
55,24
56,12
57,19
58,12
59,14
60,4
61,7
62,19
63,12
64,25
65,23
66,19
67,19
68,16
69,23
70,9
71,12
72,0
73,19
74,33
75,33
76,19
77,4
78,28
79,4
80,24
81,14
82,11
83,13
84,5
85,27
86,31
87,19
88,34
89,19
90,34
91,2
92,5
93,12
94,35
95,17
96,7
97,20
98,32
99,1
100,28
101,24
102,30
103,20
104,16
105,4
106,17
107,14
108,12
109,12
110,4
111,31
112,19
113,29
114,19
115,9
116,34
117,14
118,35
119,25
120,23
121,17
122,5
123,13
124,25
125,19
126,17
127,0
128,25
129,35
130,23
131,2
132,19
133,6
134,19
135,22
136,35
137,32
138,17
139,34
140,7
141,13
142,12
143,12
144,24
145,35
146,33
147,11
148,28
149,19
150,25
151,34
152,4
153,14
154,19
155,25
156,9
157,33
158,32
159,5
160,4
161,13
162,10
163,10
164,35
165,2
166,19
167,29
168,35
169,17
170,16
171,17
172,19
173,34
174,31
175,35
176,12
177,5
178,2
179,4
180,25
181,28
182,28
183,23
184,33
185,31
186,11
187,2
188,24
189,12
190,19
191,2
192,28
193,19
194,19
195,25
196,23
197,19
198,17
199,14
200,14
201,8
202,16
203,11
204,19
205,0
206,33
207,19
208,11
209,11
210,28
211,12
212,12
213,10
214,0
215,9
216,28
217,35
218,4
219,7
220,4
221,22
222,28
223,10
224,25
225,25
226,26
227,12
228,0
229,33
230,32
231,32
232,9
233,31
234,29
235,12
236,19
237,12
238,22
239,25
240,13
241,25
242,22
243,12
244,22
245,8
246,9
247,29
248,0
249,0
250,28
251,19
252,23
253,1
254,23
255,12
256,9
257,24
258,7
259,23
260,23
261,17
262,12
263,12
264,19
265,35
266,3
267,12
268,19
269,32
270,15
271,25
272,2
273,35
274,3
275,29
276,14
277,8
278,24
279,32
280,12
281,27
282,0
283,1
284,35
285,1
286,7
287,9
288,4
289,32
290,19
291,13
292,19
293,9
294,0
295,23
296,7
297,30
298,19
299,19
300,33
301,28
302,7
303,1
304,12
305,19
306,9
307,15
308,33
309,25
310,25
311,35
312,19
313,25
314,11
315,19
316,29
317,17
318,24
319,23
320,19
321,32
322,4
323,4
324,28
325,35
326,23
327,19
328,5
329,1
330,19
331,2
332,19
333,3
334,27
335,7
336,2
337,15
338,35
339,12
340,11
341,11
342,20
343,16
344,28
345,19
346,4
347,27
348,19
349,0
350,2
351,27
352,26
353,29
354,28
355,35
356,20
357,28
358,12
359,8
360,13
361,14
362,14
363,4
364,10
365,19
366,32
367,15
368,26
369,2
370,24
371,25
372,29
373,35
374,32
375,33
376,5
377,28
378,34
379,15
380,9
381,2
382,9
383,12
384,14
385,31
386,35
387,19
388,31
389,0
390,19
391,0
392,19
393,25
394,10
395,12
396,4
397,35
398,30
399,25
400,14
401,7
402,34
403,34
404,27
405,28
406,6
407,4
408,17
409,19
410,35
411,1
412,17
413,12
414,26
415,19
416,15
417,16
418,23
419,24
420,25
421,25
422,23
