,0
0,8
1,27
2,22
3,29
4,15
5,13
6,18
7,3
8,29
9,30
10,27
11,32
12,6
13,3
14,31
15,20
16,22
17,3
18,11
19,10
20,16
21,17
22,11
23,16
24,11
25,32
26,6
27,8
28,6
29,20
30,29
31,22
32,29
33,16
34,16
35,22
36,25
37,8
38,2
39,31
40,20
41,27
42,30
43,6
44,5
45,8
46,24
47,29
48,22
49,6
50,8
51,29
52,5
53,5
54,30
55,13
56,27
57,5
58,27
59,29
60,8
61,13
62,13
63,27
64,3
65,6
66,29
67,5
68,24
69,22
70,8
71,27
72,3
73,8
74,30
75,30
76,8
77,30
78,22
79,8
80,30
81,3
82,3
83,29
84,30
85,30
86,11
87,5
88,16
89,14
90,3
91,3
92,11
93,27
94,20
95,8
96,13
97,16
98,2
99,16
100,8
101,6
102,8
103,8
104,8
105,8
106,11
107,30
108,27
109,27
110,8
111,13
112,20
113,30
114,25
115,17
116,30
117,29
118,29
119,3
120,6
121,15
122,2
123,29
124,29
125,9
126,8
127,8
128,3
129,20
130,8
131,16
132,25
133,17
134,20
135,30
136,30
137,25
138,22
139,29
140,13
141,30
142,27
143,27
144,1
145,20
146,27
147,6
148,6
149,18
150,30
151,29
152,29
153,30
154,6
155,3
156,27
157,30
158,11
159,11
160,10
161,30
162,16
163,16
164,6
165,16
166,25
167,8
168,6
169,6
170,8
171,5
172,2
173,30
174,13
175,20
176,31
177,8
178,16
179,2
180,3
181,11
182,5
183,8
184,30
185,3
186,32
187,17
188,25
189,31
190,20
191,16
192,13
193,8
194,22
195,29
196,8
197,29
198,6
199,3
200,30
201,10
202,11
203,32
204,25
205,8
206,3
207,7
208,29
209,8
210,27
211,6
212,27
213,8
214,11
215,6
216,32
217,22
218,30
219,15
220,2
221,30
222,22
223,30
224,3
225,22
226,32
227,27
228,15
229,3
230,11
231,8
232,8
233,2
234,30
235,31
236,14
237,31
238,11
239,11
240,2
241,29
242,11
243,27
244,29
245,10
246,8
247,30
248,2
249,8
250,2
251,20
252,22
253,16
254,22
255,27
256,29
257,13
258,13
259,15
260,8
261,5
262,27
263,27
264,20
265,20
266,22
267,27
268,18
269,7
270,3
271,30
272,16
273,3
274,30
275,3
276,29
277,10
278,27
279,27
280,31
281,30
282,29
283,11
284,20
285,11
286,2
287,8
288,8
289,27
290,24
291,30
292,31
293,20
294,30
295,22
296,13
297,15
298,5
299,29
300,29
301,17
302,2
303,16
304,29
305,31
306,8
307,29
308,3
309,11
310,30
311,22
312,17
313,30
314,16
315,1
316,8
317,17
318,8
319,15
320,1
321,2
322,30
323,8
324,11
325,22
326,6
327,5
328,11
329,16
330,7
331,16
332,5
333,16
334,30
335,11
336,16
337,29
338,20
339,27
340,8
341,32
342,8
343,22
344,22
345,18
346,10
347,29
348,31
349,8
350,16
351,30
352,32
353,29
354,22
355,11
356,8
357,2
358,27
359,10
360,30
361,11
362,29
363,7
364,16
365,1
366,8
367,30
368,32
369,16
370,11
371,29
372,11
373,22
374,22
375,3
376,11
377,22
378,29
379,30
380,8
381,16
382,8
383,27
384,3
385,30
386,25
387,8
388,13
389,3
390,29
391,29
392,25
393,3
394,10
395,27
396,10
397,6
398,15
399,29
400,29
401,13
402,16
403,16
404,29
405,22
406,17
407,30
408,22
409,29
410,8
411,20
412,22
413,27
414,32
415,1
416,3
417,2
418,15
419,8
420,3
421,30
422,22
423,11
424,30
425,31
426,29
427,15
428,3
429,15
430,27
431,32
432,29
433,13
434,30
435,16
436,30
437,27
438,3
439,15
440,27
441,30
442,30
443,29
444,29
445,32
446,18
447,29
448,3
449,32
450,3
451,3
452,27
453,7
454,32
455,3
456,27
457,31
458,30
459,11
460,2
461,16
462,30
463,16
464,30
465,13
466,3
467,16
468,27
469,18
470,3
471,17
472,17
473,31
474,13
475,18
476,30
477,32
478,15
479,27
480,30
481,8
482,15
483,30
484,31
485,13
486,13
487,20
488,27
489,30
490,3
491,3
492,30
493,22
494,30
495,31
496,3
497,11
498,2
499,16
500,30
501,8
502,25
503,8
504,11
505,29
506,8
507,3
508,22
509,13
510,31
511,8
512,8
513,4
514,25
515,8
516,32
517,29
518,32
519,11
520,3
521,8
522,7
523,11
524,5
525,29
526,1
527,13
528,31
529,16
530,11
531,30
532,11
533,22
534,31
535,18
536,16
537,11
538,30
539,25
540,9
541,16
542,16
543,11
544,16
545,3
546,3
547,8
548,5
549,30
550,13
551,13
552,13
553,8
554,29
555,13
556,2
557,31
558,22
559,15
560,3
561,6
562,13
563,11
564,16
565,8
566,8
567,16
568,13
569,30
570,17
571,27
572,32
573,2
574,29
575,29
576,30
577,31
578,8
579,22
580,3
581,8
582,29
583,8
584,3
585,31
586,13
587,17
588,22
589,8
590,15
591,17
592,17
593,13
594,7
595,8
596,32
