,0
0,2
1,15
2,30
3,7
4,3
5,0
6,25
7,10
8,20
9,13
10,15
11,18
12,29
13,7
14,16
15,16
16,3
17,35
18,29
19,9
20,22
21,23
22,13
23,19
24,4
25,17
26,25
27,12
28,3
29,12
30,21
31,28
32,25
33,14
34,22
35,28
36,30
37,30
38,25
39,12
40,16
41,15
42,21
43,30
44,2
45,21
46,28
47,31
48,16
49,29
50,21
51,13
52,25
53,28
54,13
55,3
56,8
57,25
58,15
59,13
60,17
61,0
62,25
63,8
64,7
65,30
66,21
67,3
68,29
69,28
70,21
71,8
72,26
73,28
74,7
75,7
76,25
77,3
78,3
79,13
80,21
81,13
82,27
83,20
84,11
85,31
86,9
87,25
88,14
89,25
90,6
91,14
92,11
93,30
94,16
95,21
96,0
97,35
98,2
99,4
100,3
101,21
102,1
103,35
104,29
105,13
106,32
107,13
108,8
109,8
110,21
111,9
112,25
113,21
114,25
115,32
116,6
117,13
118,12
119,10
120,30
121,3
122,11
123,20
124,10
125,25
126,29
127,26
128,10
129,16
130,30
131,14
132,25
133,23
134,25
135,21
136,16
137,2
138,28
139,6
140,0
141,20
142,8
143,8
144,21
145,12
146,7
147,34
148,3
149,13
150,10
151,6
152,21
153,13
154,12
155,10
156,8
157,7
158,13
159,11
160,31
161,20
162,14
163,14
164,16
165,14
166,25
167,21
168,16
169,29
170,29
171,3
172,21
173,6
174,9
175,12
176,8
177,11
178,22
179,21
180,10
181,3
182,3
183,30
184,7
185,9
186,34
187,14
188,25
189,8
190,21
191,14
192,25
193,21
194,25
195,31
196,30
197,25
198,21
199,13
200,11
201,27
202,29
203,34
204,21
205,26
206,7
207,32
208,25
209,34
210,3
211,8
212,8
213,14
214,26
215,21
216,3
217,16
218,13
219,0
220,25
221,21
222,3
223,14
224,10
225,10
226,5
227,15
228,26
229,28
230,2
231,2
232,35
233,28
234,19
235,8
236,8
237,8
238,16
239,10
240,20
241,10
242,21
243,8
244,13
245,27
246,35
247,21
248,26
249,26
250,3
251,29
252,28
253,4
254,30
255,15
256,13
257,17
258,0
259,28
260,30
261,3
262,8
263,15
264,25
265,16
266,19
267,8
268,31
269,2
270,30
271,10
272,14
273,27
274,19
275,32
276,13
277,27
278,17
279,2
280,15
281,31
282,26
283,4
284,16
285,4
286,0
287,21
288,21
289,2
290,25
291,20
292,25
293,21
294,26
295,28
296,0
297,28
298,25
299,21
300,7
301,3
302,0
303,4
304,15
305,21
306,13
307,27
308,7
309,10
310,10
311,16
312,25
313,10
314,34
315,25
316,21
317,30
318,21
319,28
320,25
321,2
322,13
323,13
324,3
325,16
326,30
327,21
328,11
329,4
330,32
331,14
332,21
333,22
334,31
335,0
336,14
337,31
338,16
339,8
340,34
341,34
342,35
343,29
344,3
345,25
346,31
347,21
348,25
349,34
350,14
351,31
352,5
353,21
354,3
355,12
356,35
357,3
358,15
359,27
360,20
361,3
362,13
363,17
364,14
365,8
366,2
367,31
368,5
369,22
370,17
371,10
372,27
373,16
374,2
375,7
376,11
377,3
378,6
379,16
380,21
381,14
382,21
383,8
384,28
385,9
386,12
387,21
388,9
389,26
390,25
391,26
392,25
393,13
394,27
395,15
396,31
397,21
398,1
399,21
400,13
