,0
0,28
1,6
2,33
3,5
4,20
5,18
6,10
7,2
8,31
9,5
10,6
11,25
12,20
13,32
14,14
15,8
16,20
17,17
18,24
19,16
20,22
21,4
22,19
23,22
24,33
25,20
26,5
27,8
28,20
29,8
30,0
31,9
32,10
33,15
34,15
35,24
36,33
37,33
38,5
39,14
40,8
41,6
42,5
43,33
44,28
45,0
46,9
47,1
48,13
49,24
50,27
51,19
52,5
53,9
54,19
55,21
56,6
57,10
58,6
59,30
60,27
61,18
62,5
63,14
64,2
65,33
66,5
67,5
68,24
69,9
70,16
71,14
72,29
73,9
74,2
75,2
76,33
77,1
78,20
79,19
80,21
81,0
82,32
83,31
84,29
85,0
86,16
87,5
88,11
89,10
90,11
91,15
92,29
93,33
94,8
95,5
96,18
97,17
98,28
99,15
100,20
101,27
102,23
103,17
104,24
105,19
106,33
107,30
108,6
109,14
110,0
111,16
112,1
113,0
114,5
115,4
116,11
117,19
118,8
119,3
120,33
121,5
122,29
123,31
124,3
125,10
126,24
127,5
128,32
129,8
130,33
131,15
132,10
133,4
134,10
135,5
136,8
137,28
138,5
139,11
140,18
141,31
142,6
143,6
144,10
145,8
146,2
147,7
148,9
149,19
150,3
151,11
152,27
153,21
154,33
155,3
156,16
157,16
158,28
159,29
160,1
161,31
162,27
163,15
164,8
165,15
166,10
167,0
168,8
169,24
170,24
171,20
172,5
173,11
174,16
175,8
176,14
177,29
178,15
179,5
180,3
181,20
182,20
183,33
184,2
185,15
186,7
187,15
188,10
189,14
190,5
191,15
192,20
193,16
194,5
195,25
196,33
197,10
198,33
199,30
200,30
201,26
202,24
203,7
204,10
205,8
206,2
207,10
208,5
209,7
210,20
211,14
212,6
213,15
214,5
215,16
216,20
217,8
218,19
219,18
220,5
221,0
222,20
223,15
224,3
225,3
226,31
227,6
228,14
229,9
230,28
231,28
232,16
233,9
234,21
235,6
236,10
237,14
238,32
239,5
240,31
241,25
242,5
243,14
244,5
245,26
246,16
247,1
248,5
249,5
250,20
251,19
252,9
253,15
254,33
255,6
256,19
257,27
258,18
259,9
260,33
261,20
262,14
263,6
264,10
265,8
266,22
267,6
268,25
269,28
270,33
271,3
272,15
273,32
274,22
275,21
276,30
277,26
278,27
279,28
280,6
281,0
282,29
283,33
284,8
285,33
286,18
287,16
288,0
289,28
290,10
291,31
292,10
293,16
294,19
295,9
296,18
297,9
298,10
299,5
300,2
301,20
302,18
303,33
304,10
305,16
306,7
307,32
308,2
309,3
310,17
311,8
312,10
313,3
314,7
315,5
316,0
317,33
318,16
319,9
320,10
321,28
322,19
323,19
324,23
325,8
326,33
327,16
328,29
329,15
330,10
331,15
332,16
333,22
334,0
335,18
336,15
337,32
338,8
339,14
340,7
341,7
342,17
343,24
344,20
345,10
346,1
347,0
348,10
349,7
350,15
351,0
352,25
353,21
354,23
355,8
356,17
357,20
358,19
359,26
360,31
361,21
362,19
363,27
364,15
365,10
366,28
367,0
368,25
369,15
370,27
371,3
372,21
373,8
374,28
375,2
376,29
377,20
378,11
379,8
380,16
381,15
382,16
383,6
384,9
385,16
386,8
387,5
388,16
389,29
390,5
391,3
392,10
393,21
394,1
395,6
396,1
397,8
398,23
399,0
400,19
401,18
402,11
403,11
404,0
405,20
406,4
407,19
408,23
409,5
410,8
411,33
412,23
413,6
414,25
415,5
416,32
417,24
418,9
419,27
420,2
421,3
422,33
423,7
424,32
425,14
426,2
427,18
428,3
429,9
430,6
431,31
432,3
433,18
434,2
435,22
436,16
437,6
438,19
439,9
440,17
441,1
442,16
443,5
444,0
445,31
446,0
447,5
448,3
449,11
450,21
451,32
452,14
453,4
454,25
455,5
456,6
457,10
458,8
459,20
460,5
461,15
462,1
463,8
464,17
465,18
466,23
467,13
468,6
469,10
470,3
471,4
472,4
473,10
474,27
475,10
476,2
477,16
478,24
479,14
480,0
481,33
482,9
483,2
484,16
485,18
486,8
487,1
488,14
489,31
490,32
491,16
492,29
493,8
494,1
495,6
496,33
497,8
498,7
499,7
500,21
501,23
502,27
503,28
504,20
505,5
506,19
507,8
508,33
509,18
510,10
511,29
512,19
513,23
514,27
515,33
516,31
517,1
518,31
519,32
520,31
521,29
522,6
523,0
524,10
525,21
526,18
527,18
528,6
529,15
530,9
531,19
532,21
533,8
534,14
535,3
536,15
537,32
538,3
539,10
540,10
541,15
542,15
543,8
544,1
545,1
546,16
547,27
548,32
549,0
550,18
551,8
552,24
553,27
554,5
555,18
556,20
557,14
558,20
559,23
560,7
561,0
562,24
563,24
564,22
565,5
566,24
567,33
568,18
569,2
570,4
571,14
572,31
573,20
574,10
575,0
576,21
577,14
578,0
579,24
580,2
581,24
