,0
0,19
1,22
2,31
3,25
4,28
5,10
6,14
7,9
8,8
9,9
10,22
11,0
12,18
13,20
14,7
15,7
16,28
17,15
18,16
19,23
20,6
21,29
22,15
23,6
24,26
25,21
26,18
27,1
28,28
29,7
30,30
31,2
32,18
33,12
34,12
35,16
36,31
37,31
38,14
39,7
40,7
41,22
42,18
43,31
44,19
45,9
46,2
47,18
48,34
49,16
50,9
51,9
52,14
53,2
54,15
55,9
56,22
57,14
58,22
59,9
60,9
61,10
62,18
63,22
64,25
65,31
66,18
67,18
68,16
69,2
70,26
71,22
72,3
73,2
74,25
75,25
76,14
77,9
78,18
79,32
80,1
81,20
82,15
83,8
84,4
85,32
86,23
87,14
88,17
89,14
90,17
91,12
92,4
93,31
94,7
95,18
96,10
97,6
98,19
99,13
100,28
101,18
102,5
103,18
104,16
105,15
106,26
107,33
108,22
109,22
110,32
111,23
112,18
113,24
114,18
115,26
116,17
117,15
118,9
119,30
120,31
121,9
122,4
123,8
124,30
125,14
126,16
127,3
128,30
129,7
130,31
131,12
132,14
133,29
134,14
135,20
136,7
137,19
138,1
139,17
140,10
141,8
142,22
143,22
144,18
145,7
146,25
147,1
148,28
149,9
150,30
151,17
152,18
153,24
154,31
155,30
156,22
157,25
158,15
159,4
160,18
161,8
162,12
163,12
164,7
165,12
166,14
167,32
168,7
169,16
170,16
171,18
172,18
173,17
174,23
175,7
176,22
177,3
178,12
179,18
180,30
181,20
182,18
183,31
184,25
185,23
186,1
187,12
188,14
189,22
190,18
191,12
192,18
193,14
194,14
195,30
196,31
197,18
198,18
199,18
200,33
201,19
202,16
203,27
204,18
205,3
206,25
207,14
208,14
209,27
210,28
211,22
212,22
213,12
214,3
215,1
216,18
217,7
218,15
219,10
220,18
221,32
222,28
223,12
224,30
225,30
226,0
227,22
228,3
229,2
230,1
231,19
232,1
233,2
234,24
235,22
236,14
237,22
238,20
239,30
240,8
241,30
242,20
243,22
244,20
245,19
246,1
247,32
248,3
249,3
250,28
251,13
252,2
253,13
254,31
255,22
256,15
257,21
258,10
259,2
260,31
261,18
262,22
263,22
264,14
265,7
266,6
267,22
268,14
269,19
270,31
271,30
272,12
273,15
274,6
275,24
276,18
277,19
278,21
279,19
280,22
281,9
282,3
283,13
284,7
285,26
286,10
287,1
288,32
289,19
290,14
291,8
292,14
293,1
294,3
295,2
296,10
297,2
298,14
299,18
300,9
301,28
302,10
303,13
304,22
305,14
306,15
307,20
308,9
309,30
310,6
311,7
312,14
313,30
314,26
315,18
316,32
317,31
318,18
319,2
320,14
321,19
322,15
323,15
324,5
325,7
326,31
327,1
328,3
329,13
330,14
331,12
332,18
333,6
334,30
335,10
336,12
337,30
338,7
339,22
340,27
341,1
342,7
343,16
344,28
345,14
346,18
347,9
348,14
349,3
350,12
351,30
352,0
353,24
354,5
355,7
356,18
357,28
358,15
359,19
360,8
361,28
362,9
363,21
364,12
365,22
366,19
367,32
368,0
369,12
370,9
371,30
372,24
373,7
374,19
375,25
376,4
377,28
378,17
379,7
380,1
381,12
382,1
383,22
384,28
385,23
386,7
387,14
388,23
389,3
390,18
391,3
392,14
393,15
394,12
395,22
396,18
397,7
398,5
399,9
400,15
401,10
402,17
403,17
404,9
405,28
406,29
407,15
408,5
409,18
410,7
411,26
412,31
413,22
414,0
415,14
416,15
417,16
418,2
419,21
420,25
421,30
422,31
423,27
424,13
425,22
426,25
427,16
428,30
429,2
430,22
431,0
432,30
433,10
434,25
435,6
436,1
437,22
438,15
439,4
440,22
441,23
442,25
443,15
444,18
445,0
446,9
447,14
448,30
449,0
450,15
451,15
452,7
453,29
454,0
455,15
456,22
457,14
458,26
459,28
460,28
461,13
462,24
463,7
464,6
465,10
466,5
467,34
468,22
469,14
470,30
471,29
472,29
473,14
474,9
475,14
476,25
477,0
478,16
479,22
480,1
481,31
482,2
483,25
484,1
485,10
486,5
487,18
488,7
489,9
490,20
491,1
492,4
493,9
494,32
495,22
496,31
497,26
498,27
499,27
500,24
501,5
502,21
503,19
504,18
505,9
506,15
507,26
508,31
509,10
510,14
511,4
512,15
513,5
514,21
515,31
516,0
517,18
518,0
519,20
520,26
521,4
522,22
523,32
524,18
525,24
526,10
527,10
528,22
529,12
530,2
531,15
532,24
533,31
534,22
535,30
536,12
537,20
538,30
539,14
540,14
541,12
542,12
543,26
544,13
545,12
546,26
547,21
548,20
549,30
550,10
551,18
552,18
553,9
554,18
555,20
556,28
557,22
558,18
559,23
560,6
561,9
562,16
563,16
564,6
565,18
566,16
567,13
568,10
569,25
570,29
571,7
572,0
573,18
574,14
575,18
576,24
577,22
578,9
579,16
580,25
581,16
582,30
583,18
584,28
585,22
586,19
587,29
588,18
589,18
590,2
591,9
592,32
593,10
594,31
595,3
596,0
597,10
598,14
599,10
600,14
601,0
602,31
603,29
604,9
605,14
606,15
607,12
608,5
609,6
610,1
611,15
612,16
613,22
614,27
615,18
616,18
617,23
618,1
619,4
620,5
621,32
622,28
623,14
624,14
625,6
626,2
627,14
628,25
629,12
630,18
631,10
632,5
633,30
634,15
635,31
636,17
637,32
638,10
639,34
640,24
641,22
642,22
643,4
644,23
645,14
646,16
647,12
648,16
649,18
650,32
651,34
652,14
653,34
654,6
655,28
656,1
657,5
658,7
659,24
660,4
661,6
662,15
663,9
664,30
665,16
666,1
667,13
668,18
669,9
670,32
671,22
672,29
673,0
674,22
675,29
676,34
677,9
678,18
679,32
680,29
681,14
682,30
683,16
684,28
685,4
686,3
687,28
688,19
689,16
690,14
691,6
692,2
693,3
694,6
695,5
696,1
697,14
698,0
699,15
700,14
701,9
702,1
703,15
704,28
705,16
706,14
707,21
708,10
709,9
710,21
711,34
712,13
713,27
714,4
715,1
716,1
717,22
718,21
719,10
720,5
721,22
722,22
723,25
724,25
725,9
726,9
727,32
728,27
729,22
730,22
731,0
732,29
733,14
734,3
735,22
736,28
737,20
738,22
739,24
740,15
741,23
742,16
743,27
744,18
745,12
746,12
747,18
748,16
749,15
750,6
751,20
752,15
753,23
754,14
755,25
756,1
757,12
758,12
759,34
760,34
761,24
762,26
763,23
764,14
765,22
766,14
767,0
768,18
769,25
