,0
0,1
1,23
2,27
3,26
4,10
5,16
6,34
7,3
8,34
9,26
10,23
11,7
12,21
13,17
14,23
15,1
16,27
17,3
18,16
19,28
20,33
21,25
22,17
23,33
24,17
25,24
26,21
27,24
28,21
29,1
30,26
31,28
32,34
33,33
34,33
35,28
36,5
37,28
38,11
39,30
40,1
41,23
42,26
43,21
44,5
45,28
46,8
47,26
48,33
49,21
50,26
51,26
52,34
53,11
54,26
55,11
56,4
57,8
58,4
59,26
60,14
61,16
62,11
63,4
64,3
65,21
66,26
67,11
68,8
69,10
70,24
71,4
72,17
73,28
74,26
75,26
76,1
77,17
78,27
79,28
80,26
81,3
82,3
83,26
84,26
85,26
86,16
87,34
88,33
89,30
90,17
91,33
92,27
93,23
94,1
95,11
96,24
97,33
98,27
99,33
100,11
101,22
102,27
103,28
104,28
105,28
106,3
107,17
108,4
109,23
110,28
111,28
112,1
113,28
114,1
115,25
116,26
117,26
118,26
119,17
120,21
121,3
122,25
123,26
124,26
125,29
126,28
127,24
128,17
129,28
130,26
131,33
132,5
133,25
134,1
135,27
136,27
137,1
138,27
139,26
140,16
141,27
142,23
143,4
144,11
145,1
146,23
147,21
148,21
149,34
150,17
151,26
152,26
153,28
154,21
155,3
156,4
157,26
158,27
159,17
160,19
161,17
162,28
163,28
164,21
165,33
166,1
167,28
168,21
169,21
170,28
171,11
172,11
173,28
174,28
175,1
176,30
177,28
178,33
179,25
180,3
181,27
182,11
183,26
184,26
185,33
186,18
187,25
188,15
189,23
190,1
191,33
192,11
193,1
194,1
195,26
196,1
197,28
198,21
199,17
200,17
201,18
202,17
203,24
204,15
205,28
206,3
207,25
208,7
209,28
210,23
211,21
212,4
213,28
214,17
215,21
216,24
217,27
218,26
219,3
220,11
221,26
222,27
223,33
224,3
225,27
226,24
227,4
228,4
229,3
230,27
231,28
232,27
233,27
234,28
235,30
236,30
237,30
238,17
239,17
240,17
241,7
242,27
243,23
244,26
245,18
246,27
247,28
248,27
249,11
250,27
251,28
252,27
253,33
254,27
255,23
256,26
257,16
258,16
259,10
260,28
261,11
262,4
263,4
264,20
265,1
266,27
267,23
268,34
269,5
270,17
271,17
272,33
273,17
274,26
275,3
276,26
277,18
278,4
279,23
280,23
281,26
282,26
283,28
284,1
285,17
286,16
287,27
288,28
289,23
290,8
291,17
292,30
293,1
294,26
295,10
296,16
297,10
298,14
299,28
300,26
301,25
302,16
303,33
304,23
305,30
306,27
307,26
308,26
309,17
310,26
311,28
312,2
313,26
314,33
315,11
316,28
317,25
318,28
319,10
320,15
321,27
322,26
323,14
324,27
325,27
326,21
327,11
328,17
329,33
330,25
331,33
332,28
333,33
334,26
335,16
336,33
337,26
338,27
339,4
340,24
341,24
342,28
343,27
344,27
345,34
346,19
347,34
348,30
349,18
350,33
351,26
352,7
353,28
354,27
355,27
356,28
357,25
358,23
359,18
360,26
361,17
362,26
363,25
364,28
365,30
366,1
367,17
368,7
369,33
370,16
371,26
372,27
373,33
374,27
375,3
376,27
377,27
378,26
379,17
380,24
381,33
382,28
383,4
384,3
385,28
386,15
387,11
388,28
389,3
390,11
391,28
392,15
393,26
394,18
395,4
396,19
397,21
398,16
399,26
400,34
401,16
402,33
403,33
404,26
405,27
406,25
407,26
408,27
409,22
410,1
411,1
412,27
413,23
414,7
415,11
416,3
417,11
418,10
419,24
420,26
421,26
422,26
423,16
424,17
425,23
426,26
427,10
428,3
429,10
430,23
431,24
432,26
433,16
434,26
435,28
436,17
437,23
438,3
439,10
440,4
441,28
442,26
443,26
444,26
445,7
446,34
447,28
448,26
449,7
450,3
451,3
452,23
453,25
454,7
455,3
456,4
457,30
458,17
459,27
460,27
461,33
462,28
463,33
464,26
465,16
466,3
467,33
468,23
469,34
470,3
471,17
472,25
473,30
474,16
475,34
476,26
477,24
478,10
479,23
480,17
481,1
482,10
483,26
484,30
485,11
486,27
487,28
488,4
489,7
490,3
491,17
492,17
493,27
494,17
495,30
496,27
497,17
498,28
499,33
500,17
501,27
502,15
503,1
504,16
505,26
506,28
507,3
508,27
509,16
510,19
511,27
512,14
513,0
514,15
515,26
516,7
517,28
518,24
519,3
520,17
521,28
522,25
523,17
524,11
525,26
526,15
527,16
528,23
529,33
530,27
531,26
532,27
533,27
534,30
535,34
536,33
537,17
538,26
539,1
540,12
541,33
542,33
543,27
544,17
545,17
546,3
547,26
548,34
549,17
550,16
551,16
552,16
553,28
554,28
555,16
556,11
557,30
558,11
559,16
560,33
561,21
562,16
563,16
564,33
565,28
566,28
567,17
568,28
569,26
570,25
571,23
572,7
573,11
574,34
575,34
576,26
577,23
578,14
579,28
580,26
581,28
582,26
583,11
584,3
585,30
586,28
587,25
588,27
589,11
590,10
591,7
592,25
593,16
594,25
595,11
596,7
597,24
598,25
599,16
600,34
601,7
602,5
603,25
604,28
605,22
606,28
607,33
608,16
609,22
610,3
611,14
612,22
613,4
614,22
615,11
616,22
617,22
618,22
619,17
620,1
621,3
622,27
623,15
624,18
625,28
626,10
627,13
628,3
629,33
630,27
631,22
632,16
633,7
634,7
635,1
636,17
637,18
638,16
639,22
640,17
641,23
642,23
643,14
644,22
645,13
646,22
647,22
648,16
649,28
650,22
651,33
652,14
653,33
654,3
655,25
656,28
657,16
658,4
659,28
660,27
661,28
662,22
663,7
664,3
665,28
666,22
667,25
668,34
669,10
670,28
671,23
672,25
673,7
674,22
675,22
676,33
677,22
678,22
679,22
680,3
681,31
682,22
683,16
684,27
685,28
686,26
687,3
688,28
689,28
690,13
691,33
692,10
693,23
694,33
695,21
696,28
697,13
698,7
699,7
700,34
701,3
702,23
703,17
704,3
705,28
706,13
707,15
708,22
709,26
710,16
711,22
712,22
713,24
714,4
715,21
716,22
717,23
718,15
719,16
720,28
721,10
722,4
723,3
724,26
725,6
726,26
727,28
728,16
729,34
730,23
731,3
732,25
733,13
734,6
735,4
736,3
737,17
738,6
739,17
740,1
741,28
742,6
743,17
744,6
745,6
746,6
747,6
748,28
749,6
750,26
751,6
752,28
753,28
754,6
755,3
756,6
757,33
758,17
759,33
760,25
761,3
762,6
763,3
764,6
765,6
766,34
767,24
768,28
769,6
770,6
771,6
772,3
773,28
774,28
775,17
776,31
777,16
778,6
779,34
780,6
781,6
782,26
783,6
784,33
785,17
786,12
787,6
788,17
789,26
790,26
791,6
792,6
793,3
794,17
795,27
796,6
797,6
798,3
799,4
800,17
801,26
802,11
803,10
804,17
805,28
806,11
807,7
808,15
809,32
810,10
811,17
812,3
813,3
814,17
815,4
816,25
817,28
818,26
819,23
820,26
821,33
822,26
823,23
824,3
825,25
826,25
827,27
828,23
829,28
830,33
831,10
832,16
833,19
834,11
835,23
836,28
837,16
838,3
839,1
840,7
841,10
842,16
843,3
844,26
845,16
846,17
847,33
848,1
849,26
850,24
851,11
852,3
853,15
854,4
855,28
856,3
857,16
858,26
859,26
860,7
861,28
862,26
863,11
864,25
865,24
866,19
867,17
868,21
869,17
870,28
871,7
872,23
873,16
874,17
875,26
876,30
877,25
878,25
879,7
880,24
881,10
882,16
883,34
884,16
885,3
886,28
887,3
888,16
889,26
890,16
891,26
892,26
893,16
894,16
895,3
896,26
897,17
898,16
899,33
900,17
901,27
902,16
903,28
904,27
905,26
906,3
907,26
908,17
909,17
910,7
911,25
912,28
913,1
914,24
915,25
916,10
917,26
918,17
919,0
920,23
921,7
922,24
923,16
924,3
925,17
926,17
927,28
928,26
929,7
930,26
931,3
932,16
933,10
934,27
935,17
936,25
937,33
938,33
939,27
940,23
941,27
942,11
943,17
944,23
945,24
946,28
947,25
948,17
949,26
950,26
951,26
952,16
953,1
954,3
955,23
956,1
957,15
958,1
959,11
960,10
961,3
962,17
963,4
964,16
965,25
966,33
967,8
968,28
969,4
970,3
971,3
972,25
973,27
974,26
975,26
976,24
977,26
978,28
979,26
980,26
981,17
982,11
983,25
984,11
985,34
986,28
987,16
988,16
989,33
990,25
991,17
992,17
993,16
994,11
995,31
996,34
997,3
998,3
999,28
1000,27
1001,16
1002,3
1003,26
1004,8
1005,5
1006,18
1007,23
1008,33
1009,7
1010,3
1011,11
1012,17
1013,3
1014,16
1015,28
1016,26
1017,27
1018,25
1019,15
1020,3
1021,17
1022,34
1023,17
1024,11
1025,34
1026,25
1027,24
1028,11
1029,33
1030,11
1031,11
1032,1
1033,25
1034,3
1035,17
1036,27
1037,28
1038,33
1039,27
1040,28
1041,11
1042,34
