,0
0,26
1,12
2,21
3,1
4,11
5,9
6,17
7,19
8,14
9,10
10,12
11,15
12,11
13,10
14,18
15,18
16,11
17,25
18,28
19,4
20,24
21,32
22,1
23,24
24,2
25,11
26,1
27,3
28,11
29,18
30,19
31,30
32,1
33,2
34,2
35,30
36,21
37,21
38,1
39,18
40,18
41,12
42,10
43,21
44,26
45,30
46,30
47,1
48,18
49,28
50,22
51,1
52,1
53,30
54,19
55,1
56,28
57,1
58,12
59,1
60,10
61,9
62,1
63,27
64,19
65,21
66,1
67,1
68,28
69,33
70,3
71,18
72,34
73,30
74,12
75,12
76,21
77,1
78,6
79,10
80,1
81,10
82,27
83,14
84,0
85,31
86,4
87,17
88,10
89,17
90,23
91,2
92,0
93,21
94,18
95,1
96,1
97,25
98,26
99,2
100,11
101,22
102,16
103,6
104,28
105,10
106,10
107,1
108,13
109,12
110,10
111,4
112,1
113,7
114,1
115,32
116,23
117,10
118,18
119,19
120,21
121,6
122,0
123,14
124,19
125,17
126,28
127,34
128,19
129,18
130,21
131,2
132,17
133,32
134,17
135,10
136,18
137,26
138,30
139,23
140,1
141,14
142,12
143,12
144,1
145,18
146,12
147,27
148,11
149,17
150,19
151,23
152,10
153,1
154,1
155,19
156,3
157,12
158,10
159,0
160,1
161,14
162,10
163,2
164,18
165,2
166,10
167,7
168,18
169,28
170,28
171,6
172,1
173,23
174,4
175,18
176,12
177,0
178,2
179,10
180,19
181,11
182,11
183,21
184,12
185,4
186,27
187,2
188,22
189,12
190,1
191,2
192,1
193,1
194,10
195,19
196,21
197,1
198,10
199,1
200,13
201,5
202,28
203,35
204,1
205,34
206,12
207,17
208,1
209,27
210,11
211,21
212,12
213,2
214,34
215,3
216,1
217,18
218,10
219,9
220,10
221,10
222,11
223,2
224,19
225,19
226,15
227,6
228,34
229,30
230,3
231,26
232,3
233,33
234,7
235,12
236,17
237,22
238,10
239,19
240,14
241,19
242,10
243,12
244,10
245,5
246,3
247,7
248,34
249,34
250,11
251,28
252,30
253,2
254,21
255,12
256,1
257,22
258,7
259,33
260,21
261,6
262,12
263,12
264,17
265,18
266,24
267,1
268,17
269,26
270,21
271,19
272,2
273,13
274,24
275,7
276,1
277,5
278,22
279,26
280,12
281,31
282,34
283,2
284,18
285,31
286,9
287,3
288,7
289,26
290,17
291,14
292,17
293,3
294,34
295,30
296,8
297,33
298,17
299,1
300,1
301,11
302,8
303,2
304,1
305,17
306,27
307,13
308,12
309,19
310,24
311,18
312,17
313,19
314,27
315,17
316,7
317,21
318,22
319,33
320,22
321,26
322,7
323,10
324,16
325,18
326,21
327,17
328,0
329,2
330,1
331,2
332,1
333,24
334,31
335,9
336,2
337,13
338,18
339,18
340,35
341,35
342,25
343,6
344,11
345,1
346,1
347,31
348,17
349,34
350,2
351,31
352,15
353,7
354,11
355,18
356,25
357,11
358,10
359,5
360,14
361,11
362,1
363,22
364,2
365,17
366,26
367,19
368,15
369,24
370,22
371,19
372,13
373,18
374,26
375,12
376,0
377,11
378,23
379,13
380,3
381,2
382,3
383,12
384,30
385,4
386,18
387,1
388,4
389,34
390,1
391,34
392,17
393,27
394,2
395,12
396,1
397,34
398,9
399,19
400,1
401,9
402,23
403,23
404,31
405,11
406,32
407,10
408,16
409,1
410,18
411,18
412,18
413,33
414,15
415,1
416,13
417,28
418,33
419,22
420,19
421,19
422,21
423,35
424,13
425,12
426,12
427,28
428,19
429,33
430,12
431,15
432,19
433,9
434,12
435,24
436,3
437,28
438,10
439,30
440,25
441,4
442,12
443,1
444,31
445,15
446,31
447,1
448,19
449,23
450,13
451,13
452,18
453,32
454,15
455,10
456,21
457,17
458,2
459,11
460,11
461,2
462,7
463,18
464,24
465,8
466,16
467,24
468,0
469,17
470,19
471,32
472,32
473,17
474,1
475,17
476,12
477,15
478,30
479,27
480,3
481,21
482,30
483,31
484,3
485,1
486,18
487,1
488,18
489,1
490,13
491,3
492,0
493,18
494,10
495,12
496,21
497,18
498,35
499,27
500,7
501,1
502,22
503,26
504,11
505,1
506,10
507,18
508,21
509,11
510,17
511,0
512,1
513,29
514,22
515,21
516,15
517,1
518,15
519,10
520,10
521,0
522,32
523,10
524,1
525,7
526,17
527,11
528,12
529,0
530,33
531,10
532,7
533,21
534,12
535,19
536,2
537,10
538,19
539,17
540,17
541,24
542,24
543,18
544,2
545,2
546,3
547,22
548,13
549,31
550,22
551,18
552,28
