,0
0,8
1,13
2,8
3,0
4,11
5,9
6,0
7,21
8,15
9,0
10,13
11,25
12,16
13,21
14,13
15,8
16,21
17,21
18,9
19,22
20,10
21,2
22,8
23,10
24,8
25,25
26,16
27,1
28,16
29,8
30,0
31,9
32,0
33,10
34,10
35,9
36,17
37,8
38,9
39,17
40,8
41,13
42,8
43,16
44,26
45,8
46,26
47,0
48,10
49,16
50,0
51,0
52,0
53,26
54,8
55,9
56,13
57,26
58,13
59,0
60,8
61,1
62,9
63,13
64,21
65,16
66,0
67,26
68,22
69,11
70,14
71,13
72,21
73,9
74,0
75,14
76,15
77,10
78,8
79,8
80,0
81,21
82,21
83,0
84,0
85,14
86,9
87,26
88,10
89,12
90,21
91,21
92,8
93,13
94,8
95,8
96,1
97,10
98,9
99,10
100,9
101,16
102,8
103,9
104,9
105,8
106,1
107,14
108,13
109,13
110,8
111,10
112,17
113,10
114,31
115,2
116,14
117,0
118,8
119,14
120,16
121,11
122,9
123,0
124,14
125,4
126,9
127,14
128,21
129,8
130,8
131,10
132,31
133,2
134,17
135,8
136,8
137,31
138,8
139,0
140,9
141,8
142,13
143,13
144,28
145,31
146,13
147,16
148,16
149,6
150,14
151,0
152,0
153,0
154,16
155,21
156,13
157,0
158,1
159,14
160,5
161,10
162,10
163,10
164,16
165,10
166,31
167,10
168,16
169,16
170,8
171,26
172,9
173,10
174,9
175,17
176,12
177,0
178,10
179,2
180,21
181,9
182,26
183,8
184,21
185,21
186,25
187,2
188,28
189,13
190,17
191,10
192,9
193,15
194,31
195,0
196,8
197,0
198,16
199,21
200,14
201,22
202,10
203,25
204,28
205,8
206,21
207,15
208,14
209,8
210,13
211,16
212,13
213,10
214,14
215,16
216,14
217,8
218,0
219,11
220,9
221,0
222,8
223,10
224,21
225,8
226,25
227,13
228,1
229,21
230,9
231,8
232,8
233,9
234,10
235,12
236,12
237,12
238,14
239,14
240,9
241,14
242,11
243,13
244,0
245,22
246,8
247,10
248,9
249,0
250,9
251,17
252,8
253,10
254,8
255,13
256,0
257,1
258,9
259,11
260,8
261,26
262,13
263,13
264,17
265,17
266,8
267,13
268,6
269,2
270,21
271,8
272,10
273,21
274,0
275,21
276,0
277,22
278,1
279,13
280,13
281,0
282,0
283,9
284,17
285,14
286,2
287,8
288,0
289,13
290,26
291,10
292,12
293,17
294,10
295,11
296,9
297,11
298,17
299,0
300,0
301,2
302,9
303,10
304,13
305,12
306,8
307,14
308,21
309,21
310,21
311,8
312,31
313,0
314,10
315,9
316,10
317,2
318,8
319,11
320,28
321,8
322,8
323,8
324,11
325,8
326,16
327,26
328,14
329,10
330,15
331,10
332,5
333,10
334,14
335,1
336,10
337,0
338,8
339,13
340,9
341,25
342,8
343,9
344,11
345,6
346,5
347,0
348,12
349,17
350,10
351,14
352,14
353,0
354,31
355,8
356,8
357,2
358,13
359,22
360,0
361,14
362,0
363,2
364,10
365,28
366,8
367,14
368,25
369,10
370,1
371,0
372,8
373,10
374,8
375,21
376,11
377,9
378,0
379,14
380,17
381,10
382,8
383,13
384,21
385,10
386,17
387,0
388,9
389,21
390,0
391,0
392,28
393,21
394,5
395,13
396,5
397,16
398,11
399,0
400,15
401,1
402,10
403,10
404,0
405,9
406,2
407,21
408,8
409,15
410,8
411,8
412,11
413,13
414,25
415,28
416,21
417,22
418,11
419,1
420,21
421,14
422,8
423,1
424,14
425,13
426,0
427,11
428,21
429,11
430,13
431,25
432,0
433,1
434,21
435,10
436,21
437,13
438,21
439,11
440,13
441,10
442,0
443,0
444,0
445,21
446,6
447,0
448,21
449,25
450,21
451,21
452,13
453,2
454,25
455,21
456,13
457,6
458,8
459,1
460,9
461,10
462,10
463,10
464,10
465,9
466,21
467,10
468,13
469,6
470,21
471,21
472,2
473,12
474,9
475,6
476,21
477,25
478,11
479,13
480,14
481,17
482,11
483,0
484,12
485,9
486,8
487,8
488,13
489,14
490,21
491,21
492,14
493,8
494,10
495,12
496,21
497,14
498,9
499,10
500,10
501,8
502,25
503,8
504,9
505,0
506,0
507,21
508,8
509,9
510,17
511,9
512,14
513,27
514,28
515,8
516,25
517,10
518,25
519,21
520,14
521,0
522,2
523,2
524,0
525,0
526,28
527,9
528,13
529,10
530,8
531,21
532,9
533,8
534,13
535,6
536,10
537,14
538,21
539,17
540,25
541,10
542,10
543,21
544,10
545,21
546,21
547,8
548,26
549,14
550,9
551,9
552,9
553,0
554,0
555,9
556,9
557,12
558,9
559,1
560,21
561,16
562,9
563,1
564,10
565,10
566,8
567,10
568,9
569,0
570,2
571,13
572,25
573,9
574,0
575,0
576,0
577,13
