,0
0,33
1,1
2,36
3,4
4,21
5,14
6,35
7,15
8,8
9,2
10,1
11,29
12,35
13,5
14,0
15,0
16,21
17,27
18,28
19,34
20,24
21,19
22,27
23,24
24,17
25,11
26,35
27,30
28,21
29,35
30,15
31,16
32,27
33,32
34,32
35,6
36,36
37,36
38,35
39,0
40,0
41,1
42,35
43,36
44,33
45,6
46,16
47,12
48,13
49,6
50,27
51,27
52,12
53,16
54,2
55,28
56,1
57,35
58,1
59,28
60,27
61,14
62,35
63,1
64,15
65,36
66,35
67,35
68,6
69,16
70,30
71,1
72,17
73,16
74,4
75,4
76,35
77,28
78,3
79,2
80,35
81,5
82,25
83,8
84,23
85,22
86,34
87,12
88,7
89,12
90,7
91,32
92,23
93,36
94,0
95,35
96,35
97,9
98,33
99,32
100,21
101,35
102,15
103,3
104,6
105,27
106,35
107,2
108,1
109,1
110,5
111,34
112,35
113,10
114,35
115,19
116,7
117,2
118,27
119,15
120,36
121,3
122,23
123,8
124,15
125,12
126,6
127,24
128,25
129,0
130,36
131,32
132,12
133,19
134,35
135,5
136,0
137,33
138,35
139,7
140,14
141,8
142,1
143,1
144,35
145,0
146,4
147,17
148,21
149,27
150,15
151,7
152,5
153,28
154,35
155,15
156,30
157,4
158,27
159,23
160,12
161,8
162,32
163,32
164,0
165,32
166,35
167,10
168,0
169,6
170,6
171,3
172,35
173,7
174,34
175,0
176,1
177,23
178,32
179,5
180,15
181,5
182,21
183,36
184,4
185,34
186,12
187,32
188,35
189,1
190,35
191,32
192,35
193,35
194,35
195,15
196,36
197,5
198,35
199,2
200,25
201,18
202,6
203,17
204,35
205,24
206,4
207,12
208,17
209,17
210,21
211,1
212,1
213,32
214,24
215,30
216,21
217,35
218,27
219,31
220,5
221,5
222,21
223,32
224,25
225,15
226,29
227,3
228,1
229,16
230,33
231,33
232,27
233,16
234,24
235,1
236,12
237,1
238,5
239,28
240,8
241,15
242,5
243,1
244,5
245,18
246,30
247,5
248,21
249,27
250,21
251,2
252,16
253,32
254,36
255,1
256,27
257,11
258,14
259,16
260,36
261,3
262,1
263,1
264,12
265,0
266,24
267,1
268,12
269,33
270,36
271,15
272,32
273,25
274,24
275,19
276,2
277,18
278,11
279,33
280,1
281,22
282,24
283,6
284,0
285,17
286,14
287,35
288,27
289,33
290,12
291,8
292,35
293,30
294,2
295,16
296,14
297,16
298,12
299,28
300,4
301,21
302,14
303,17
304,1
305,35
306,27
307,25
308,27
309,15
310,15
311,0
312,12
313,15
314,17
315,35
316,10
317,36
318,35
319,16
320,35
321,33
322,27
323,27
324,3
325,0
326,36
327,35
328,23
329,32
330,12
331,32
332,35
333,20
334,25
335,14
336,32
337,25
338,0
339,1
340,3
341,3
342,9
343,6
344,21
345,35
346,12
347,12
348,35
349,17
350,32
351,25
352,29
353,5
354,21
355,0
356,9
357,21
358,1
359,18
360,8
361,21
362,2
363,11
364,32
365,35
366,33
367,15
368,29
369,32
370,28
371,15
372,25
373,0
374,33
375,4
376,23
377,21
378,7
379,25
380,30
381,32
382,30
383,1
384,16
385,34
386,0
387,35
388,34
389,24
390,24
391,17
392,35
393,27
394,32
395,1
396,12
397,27
398,31
399,27
400,2
401,14
402,7
403,7
404,22
405,21
406,19
407,27
408,5
409,3
410,0
411,17
412,6
413,1
414,29
415,14
416,25
417,6
418,16
419,27
420,4
421,15
422,36
423,3
424,25
425,1
426,4
427,14
428,28
429,16
430,1
431,29
432,15
433,14
434,4
435,24
436,30
437,1
438,27
439,16
440,9
441,12
442,4
443,35
444,25
445,22
446,22
447,35
448,15
449,29
450,25
451,25
452,0
453,19
454,29
455,5
456,1
457,12
458,17
459,21
460,21
461,32
462,5
463,0
464,9
465,14
466,24
467,13
468,1
469,12
470,15
471,19
472,19
473,35
474,35
475,12
476,4
477,29
478,6
479,1
480,10
481,35
482,16
483,4
484,30
485,14
486,35
487,3
488,0
489,28
490,25
491,30
492,23
493,0
494,5
495,1
496,36
497,0
498,3
499,17
500,10
501,35
502,11
503,33
504,5
505,35
506,27
507,30
508,36
509,31
510,12
511,23
512,27
513,3
514,35
515,36
516,29
517,28
518,29
519,5
520,28
521,23
522,1
523,5
524,35
525,12
526,14
527,14
528,1
529,32
530,16
531,27
532,31
533,36
534,1
535,15
536,32
537,5
538,15
539,35
540,12
541,32
542,32
543,17
544,28
545,32
546,30
547,11
548,25
549,25
550,14
551,35
552,35
553,27
554,5
555,5
556,21
557,1
558,21
559,31
560,17
561,27
562,6
563,6
564,32
565,5
566,6
567,17
568,14
569,4
570,19
571,0
572,29
573,5
574,12
575,3
576,10
577,1
578,27
579,6
580,4
581,6
582,35
583,35
584,21
585,1
586,18
587,19
588,5
589,35
590,16
591,28
592,6
593,14
594,36
595,35
596,29
597,14
598,28
599,14
600,35
601,29
602,36
603,19
604,27
605,12
606,27
607,32
608,31
609,9
610,10
611,9
612,6
613,1
614,17
615,21
616,28
617,34
618,30
619,23
620,35
621,10
622,21
623,35
624,12
625,9
626,16
627,12
628,4
629,32
630,21
631,14
632,31
633,15
634,5
635,36
636,7
637,5
638,14
639,13
640,5
641,1
642,1
643,27
644,34
645,12
646,6
647,32
648,6
649,5
650,10
651,13
652,12
653,13
654,9
655,21
656,30
657,20
658,0
659,5
660,23
661,24
662,12
663,28
664,28
665,6
666,35
667,6
668,5
669,6
670,6
671,1
672,19
673,22
674,1
675,19
676,13
677,24
678,12
679,10
680,19
681,12
682,15
683,6
684,21
685,23
686,2
687,16
688,18
689,6
690,12
691,24
692,16
693,24
694,24
695,31
696,2
697,12
698,29
699,29
700,12
701,27
702,30
703,27
704,21
705,6
706,12
707,11
708,14
709,27
710,11
711,13
712,21
713,17
714,1
715,30
716,26
717,1
718,11
719,14
720,23
721,1
722,1
723,4
724,4
725,27
726,27
727,10
728,17
729,1
730,1
731,29
732,19
733,12
734,24
735,1
736,5
737,5
738,1
739,25
740,9
741,34
742,6
743,20
744,35
745,35
746,32
747,9
748,6
749,15
750,24
751,25
752,27
753,34
754,35
755,4
756,25
757,32
758,32
759,13
760,13
761,14
762,35
763,34
764,12
765,1
766,12
767,29
768,28
769,4
770,30
771,11
772,17
773,10
774,16
775,25
776,12
777,14
778,1
779,12
780,14
781,35
782,2
783,5
784,2
785,2
786,12
787,12
788,17
789,7
790,7
791,35
792,35
793,4
794,24
795,23
796,26
797,35
798,17
799,1
800,2
801,4
802,3
803,9
804,34
805,9
806,21
807,22
808,35
809,12
810,16
811,15
812,15
813,28
814,17
815,1
816,24
817,2
818,4
819,1
820,25
821,2
822,2
823,1
824,22
825,19
826,7
827,21
828,13
829,23
830,24
831,31
832,5
833,13
834,21
835,1
836,24
837,31
838,17
839,35
840,28
841,16
842,3
843,24
844,4
845,16
846,17
847,13
848,0
849,30
850,29
851,31
852,25
853,35
854,7
855,17
856,23
857,14
858,2
859,28
860,29
861,12
862,4
863,12
864,27
865,10
866,12
867,23
868,16
869,2
870,3
871,29
872,1
873,14
874,16
875,26
876,12
877,13
878,20
879,29
880,17
881,16
882,14
883,27
884,20
885,21
886,14
887,25
888,6
889,9
890,34
891,2
892,25
893,21
894,31
895,25
896,4
897,7
898,31
899,32
900,9
901,26
902,14
903,35
904,31
905,4
906,6
907,27
908,28
909,22
910,29
911,5
912,30
913,35
914,11
915,19
916,16
917,2
918,2
919,32
920,1
921,29
922,11
923,34
924,26
925,17
926,9
927,10
928,35
929,29
930,25
931,4
932,31
933,16
934,3
935,19
936,19
937,24
938,32
939,35
940,1
941,23
942,21
943,10
944,1
945,0
946,20
947,13
948,25
949,5
950,25
951,27
952,14
953,35
954,25
955,1
956,0
957,35
958,35
959,31
960,16
961,24
962,28
963,21
964,34
965,19
966,24
967,6
968,6
969,26
970,20
971,34
972,19
973,21
974,27
975,27
976,11
977,28
978,6
979,4
980,4
981,28
982,14
983,19
984,21
985,12
986,20
987,35
988,3
989,24
990,19
991,30
992,7
993,16
994,35
995,12
996,35
997,30
998,19
999,32
1000,24
1001,31
1002,4
1003,9
1004,12
1005,12
1006,12
1007,1
1008,32
1009,22
1010,24
1011,21
1012,22
1013,16
1014,25
1015,15
1016,4
1017,25
1018,21
1019,11
1020,6
1021,26
1022,35
1023,5
1024,12
1025,35
1026,19
1027,11
1028,16
1029,24
1030,12
1031,14
1032,30
1033,25
1034,30
1035,15
1036,24
1037,24
1038,24
1039,16
1040,3
1041,21
1042,25
1043,11
1044,19
1045,1
1046,24
1047,12
1048,11
1049,23
1050,11
1051,6
1052,16
1053,17
1054,19
1055,1
1056,30
1057,31
1058,19
1059,11
1060,21
1061,17
1062,7
1063,23
1064,30
1065,19
1066,7
1067,2
1068,27
1069,21
1070,19
1071,20
1072,35
1073,12
1074,28
1075,2
1076,5
1077,6
1078,35
1079,4
1080,12
1081,19
1082,31
1083,35
1084,20
1085,20
1086,35
1087,19
1088,5
1089,31
1090,26
1091,19
1092,32
1093,11
1094,30
1095,31
1096,24
1097,20
1098,28
1099,35
1100,21
1101,25
1102,20
1103,12
1104,9
1105,21
1106,17
1107,20
1108,28
1109,28
1110,28
1111,7
1112,7
1113,23
1114,4
1115,12
1116,22
1117,12
1118,12
1119,28
1120,12
1121,4
1122,16
1123,16
1124,22
1125,26
1126,6
1127,4
1128,28
1129,28
1130,21
1131,16
1132,28
1133,21
1134,20
1135,12
1136,2
1137,28
1138,17
1139,21
1140,34
1141,7
1142,12
1143,12
1144,12
1145,12
1146,28
1147,10
1148,34
1149,12
1150,12
1151,17
1152,20
1153,11
1154,20
1155,11
1156,12
1157,12
1158,5
1159,25
1160,11
1161,28
1162,27
1163,11
1164,20
1165,14
1166,31
1167,28
1168,16
1169,22
1170,1
1171,12
1172,1
1173,2
1174,24
1175,30
1176,35
1177,34
1178,4
1179,26
1180,4
1181,6
1182,7
1183,14
1184,29
1185,26
1186,11
1187,13
1188,1
1189,1
1190,22
1191,35
1192,30
1193,12
1194,12
1195,35
1196,16
1197,12
1198,20
1199,12
1200,12
1201,32
1202,28
1203,29
1204,12
1205,23
1206,4
1207,19
1208,3
1209,3
1210,21
1211,23
1212,12
1213,12
1214,35
1215,3
1216,1
1217,30
1218,10
1219,16
1220,2
1221,10
1222,26
1223,12
1224,22
1225,28
1226,7
1227,3
1228,35
1229,12
1230,11
1231,12
1232,14
1233,19
1234,26
1235,17
1236,11
1237,23
1238,12
1239,1
1240,12
1241,6
1242,30
1243,28
1244,30
1245,35
1246,28
1247,23
1248,12
1249,12
1250,28
1251,35
1252,4
1253,12
1254,32
1255,12
1256,22
1257,25
1258,28
1259,28
1260,12
1261,12
1262,7
1263,12
1264,11
1265,17
1266,12
1267,16
1268,17
