,0
0,22
1,18
2,28
3,2
4,7
5,17
6,16
7,15
8,24
9,14
10,18
11,20
12,25
13,25
14,26
15,26
16,31
17,12
18,1
19,27
20,29
21,23
22,2
23,29
24,11
25,7
26,16
27,26
28,7
29,26
30,16
31,9
32,25
33,10
34,10
35,5
36,28
37,28
38,25
39,18
40,26
41,18
42,25
43,28
44,22
45,5
46,9
47,14
48,21
49,1
50,25
51,2
52,16
53,9
54,2
55,2
56,18
57,25
58,18
59,2
60,26
61,17
62,25
63,18
64,15
65,28
66,25
67,16
68,1
69,9
70,11
71,18
72,3
73,9
74,15
75,15
76,25
77,2
78,31
79,14
80,2
81,14
82,2
83,24
84,19
85,14
86,27
87,25
88,30
89,16
90,30
91,10
92,19
93,28
94,26
95,25
96,17
97,12
98,22
99,11
100,7
101,25
102,16
103,25
104,1
105,26
106,11
107,14
108,18
109,18
110,25
111,27
112,26
113,4
114,25
115,11
116,30
117,2
118,26
119,13
120,28
121,31
122,19
123,24
124,16
125,16
126,1
127,3
128,25
129,26
130,28
131,10
132,16
133,23
134,16
135,25
136,26
137,22
138,5
139,30
140,17
141,24
142,18
143,18
144,25
145,26
146,15
147,0
148,7
149,2
150,16
151,30
152,25
153,2
154,16
155,13
156,18
157,2
158,2
159,19
160,14
161,24
162,10
163,10
164,26
165,10
166,25
167,13
168,26
169,1
170,1
171,31
172,25
173,30
174,27
175,26
176,18
177,19
178,10
179,25
180,17
181,31
182,7
183,28
184,15
185,27
186,0
187,10
188,25
189,18
190,25
191,10
192,31
193,16
194,25
195,16
196,28
197,16
198,25
199,14
200,14
201,8
202,1
203,0
204,25
205,3
206,15
207,16
208,25
209,0
210,7
211,18
212,18
213,10
214,3
215,13
216,25
217,26
218,2
219,17
220,31
221,25
222,31
223,10
224,2
225,9
226,20
227,18
228,3
229,5
230,22
231,22
232,26
233,9
234,4
235,18
236,16
237,18
238,25
239,25
240,24
241,16
242,25
243,18
244,25
245,8
246,26
247,25
248,3
249,3
250,31
251,1
252,9
253,10
254,28
255,18
256,25
257,17
258,17
259,9
260,28
261,16
262,18
263,18
264,16
265,11
266,29
267,18
268,16
269,22
270,28
271,13
272,10
273,2
274,29
275,8
276,14
277,8
278,18
279,22
280,18
281,14
282,3
283,11
284,26
285,11
286,17
287,25
288,14
289,22
290,16
291,24
292,16
293,11
294,3
295,9
296,17
297,9
298,16
299,2
300,2
301,7
302,17
303,11
304,25
305,25
306,0
307,25
308,2
309,2
310,12
311,26
312,16
313,16
314,11
315,25
316,4
317,28
318,25
319,9
320,25
321,22
322,8
323,25
324,31
325,26
326,28
327,16
328,19
329,11
330,16
331,10
332,25
333,29
334,25
335,17
336,10
337,25
338,26
339,18
340,0
341,0
342,12
343,1
344,31
345,25
346,14
347,25
348,16
349,3
350,10
351,25
352,20
353,8
354,31
355,28
356,12
357,7
358,18
359,8
360,24
361,2
362,14
363,25
364,10
365,16
366,22
367,25
368,20
369,10
370,2
371,14
372,2
373,26
374,22
375,15
376,19
377,7
378,30
379,11
380,25
381,10
382,25
383,18
384,2
385,27
386,26
387,25
388,27
389,3
390,16
391,3
392,25
393,2
394,10
395,18
396,14
397,26
398,17
399,16
400,14
401,17
402,30
403,30
404,25
405,7
406,23
407,2
408,31
409,2
410,26
411,11
412,28
413,18
414,20
415,16
416,25
417,1
418,9
419,25
420,15
421,16
422,28
423,0
424,11
425,18
426,15
427,5
428,25
429,9
430,18
431,20
432,16
433,17
434,15
435,29
436,13
437,18
438,2
439,5
440,12
441,27
442,27
443,25
444,14
445,20
446,16
447,25
448,15
449,30
450,2
451,25
452,18
453,23
454,20
455,2
456,18
457,16
458,11
459,7
460,7
461,11
462,8
463,21
464,12
465,17
466,3
467,21
468,18
469,25
470,2
471,23
472,23
473,16
474,25
475,16
476,15
477,20
478,5
479,18
480,13
481,28
482,9
483,15
484,16
485,17
486,26
487,25
488,18
489,2
490,25
491,13
492,19
493,26
494,8
495,18
496,28
497,11
498,0
499,0
500,4
501,25
502,26
503,22
504,7
505,25
506,25
507,11
508,28
509,17
510,16
511,19
512,14
513,31
514,25
515,28
516,20
517,2
518,20
519,23
520,2
521,19
522,18
523,25
524,25
525,2
526,17
527,17
528,18
529,10
530,9
531,8
532,8
533,28
534,18
535,16
536,10
537,25
538,11
539,25
540,16
541,10
542,10
543,11
544,11
545,10
546,13
547,26
548,25
549,25
550,17
551,26
552,31
553,2
554,25
555,17
556,7
557,18
558,7
559,27
560,0
561,26
562,1
563,1
564,10
565,25
566,1
567,11
568,17
569,15
570,23
571,18
572,20
573,25
574,16
575,25
576,4
577,18
578,25
579,1
580,15
581,1
582,16
583,25
584,7
585,18
586,8
587,23
588,31
589,16
590,9
591,2
592,8
593,17
594,28
595,25
596,30
597,17
598,2
599,17
600,25
601,20
602,28
603,23
604,25
605,25
606,29
607,10
608,31
609,12
610,13
611,12
612,1
613,18
614,0
615,31
616,2
617,2
618,13
619,19
620,26
621,9
622,7
623,16
624,16
625,12
626,9
627,16
628,15
629,10
630,7
631,17
632,31
633,25
634,14
635,28
636,30
637,8
638,17
639,21
640,8
641,18
642,18
643,19
644,27
645,16
646,1
647,10
648,1
649,26
650,8
651,21
652,25
653,10
654,12
655,7
656,13
657,6
658,18
659,8
660,19
661,29
662,14
663,2
664,25
665,1
666,25
667,11
668,25
669,5
670,5
671,18
672,23
673,20
674,18
675,23
676,21
677,3
678,25
679,4
680,23
681,16
682,18
683,5
684,7
685,19
686,3
687,9
688,8
689,1
690,16
691,29
692,9
693,3
694,29
695,31
696,0
697,16
698,20
699,20
700,25
701,26
702,13
703,2
704,31
705,1
706,16
707,26
708,17
709,2
710,17
711,21
712,11
713,0
714,18
715,13
716,25
717,18
718,25
719,17
720,19
721,5
722,18
723,29
724,15
725,3
726,3
727,25
728,0
729,18
730,18
731,20
732,23
733,16
734,3
735,18
736,31
737,25
738,18
739,8
740,12
741,27
742,1
743,6
744,25
745,10
746,10
747,12
748,1
749,16
750,29
751,25
752,25
753,27
754,16
755,15
756,25
757,10
758,10
759,21
760,21
761,8
762,25
763,27
764,16
765,18
766,16
767,20
768,25
769,16
770,16
771,26
772,11
773,13
774,25
775,25
776,16
777,17
778,18
779,25
780,17
781,16
782,1
783,25
784,29
785,14
786,16
787,16
788,11
789,30
790,30
791,25
792,16
793,15
794,3
795,19
796,25
797,25
798,11
799,18
800,14
801,15
802,7
803,31
804,27
805,12
806,25
807,14
808,25
809,16
810,9
811,16
812,13
813,14
814,0
815,18
816,29
817,25
818,10
819,18
820,25
821,29
822,0
823,18
824,14
825,23
826,30
827,7
828,21
829,19
830,29
831,31
832,31
833,21
834,7
835,18
836,3
837,17
838,0
839,26
840,20
841,9
842,0
843,3
844,15
845,9
846,11
847,21
848,26
849,29
850,20
851,31
852,25
853,25
854,30
855,0
856,19
857,17
858,14
859,14
860,20
861,11
862,27
863,16
864,2
865,0
866,16
867,11
868,9
869,0
870,1
871,20
872,0
873,17
874,9
875,25
876,16
877,21
878,6
879,20
880,0
881,9
882,17
883,25
884,6
885,7
886,5
887,14
888,1
889,12
890,27
891,2
892,25
893,31
894,17
895,2
896,15
897,30
898,31
899,10
900,12
901,25
902,17
903,31
904,17
905,26
906,5
907,2
908,2
909,11
910,20
911,25
912,13
913,25
914,20
915,23
916,9
917,14
918,14
919,10
920,25
