,0
0,32
1,19
2,6
3,5
4,1
5,27
6,25
7,35
8,25
9,5
10,19
11,2
12,11
13,35
14,19
15,32
16,6
17,35
18,27
19,8
20,28
21,7
22,6
23,28
24,6
25,2
26,11
27,22
28,11
29,32
30,5
31,13
32,25
33,28
34,28
35,1
36,9
37,25
38,27
39,32
40,32
41,19
42,6
43,11
44,30
45,22
46,30
47,25
48,28
49,11
50,13
51,5
52,13
53,30
54,6
55,25
56,0
57,30
58,0
59,5
60,13
61,27
62,27
63,0
64,5
65,11
66,25
67,13
68,8
69,1
70,22
71,0
72,6
73,13
74,5
75,5
76,25
77,6
78,6
79,22
80,22
81,35
82,35
83,25
84,6
85,5
86,27
87,25
88,28
89,12
90,6
91,35
92,13
93,19
94,32
95,13
96,27
97,28
98,13
99,28
100,13
101,11
102,13
103,22
104,27
105,22
106,35
107,6
108,19
109,19
110,22
111,22
112,32
113,22
114,32
115,3
116,6
117,25
118,5
119,22
120,11
121,35
122,6
123,5
124,5
125,0
126,22
127,22
128,6
129,32
130,25
131,28
132,26
133,7
134,9
135,6
136,6
137,32
138,22
139,5
140,27
141,6
142,19
143,0
144,9
145,26
146,19
147,11
148,11
149,25
150,22
151,5
152,25
153,22
154,11
155,35
156,19
157,5
158,32
159,22
160,10
161,6
162,28
163,28
164,11
165,28
166,9
167,22
168,11
169,11
170,22
171,13
172,27
173,28
174,22
175,32
176,23
177,22
178,28
179,7
180,35
181,6
182,13
183,25
184,5
185,35
186,22
187,28
188,9
189,19
190,25
191,28
192,27
193,25
194,26
195,25
196,32
197,25
198,11
199,35
200,6
201,8
202,6
203,2
204,10
205,22
206,35
207,7
208,25
209,22
210,19
211,11
212,0
213,28
214,22
215,11
216,22
217,22
218,6
219,35
220,27
221,6
222,6
223,28
224,35
225,22
226,2
227,3
228,0
229,35
230,22
231,13
232,13
233,27
234,22
235,23
236,12
237,23
238,6
239,6
240,22
241,22
242,35
243,19
244,25
245,8
246,13
247,22
248,13
249,13
250,13
251,32
252,13
253,28
254,6
255,19
256,25
257,27
258,27
259,1
260,25
261,30
262,0
263,0
264,8
265,32
266,13
267,19
268,25
269,30
270,35
271,22
272,28
273,35
274,5
275,35
276,5
277,8
278,0
279,19
280,19
281,5
282,22
283,27
284,32
285,6
286,27
287,13
288,22
289,0
290,30
291,6
292,23
293,32
294,22
295,1
296,27
297,1
298,25
299,25
300,5
301,7
302,27
303,28
304,19
305,23
306,13
307,5
308,5
309,6
310,5
311,32
312,26
313,5
314,28
315,25
316,22
317,7
318,22
319,1
320,9
321,6
322,22
323,13
324,1
325,6
326,11
327,13
328,22
329,28
330,7
331,28
332,10
333,28
334,5
335,27
336,28
337,6
338,32
339,0
340,22
341,2
342,22
343,13
344,1
345,9
346,10
347,13
348,23
349,8
350,28
351,5
352,2
353,25
354,13
355,6
356,13
357,7
358,19
359,8
360,6
361,6
362,13
363,7
364,28
365,23
366,13
367,22
368,2
369,28
370,6
371,5
372,6
373,28
374,13
375,35
376,1
377,13
378,5
379,6
380,22
381,28
382,22
383,0
384,35
385,6
386,32
387,13
388,27
389,35
390,25
391,22
392,9
393,5
394,10
395,19
396,10
397,11
398,1
399,5
400,25
401,27
402,28
403,28
404,25
405,13
406,7
407,5
408,6
409,25
410,32
411,32
412,1
413,19
414,2
415,25
416,35
417,8
418,1
419,22
420,5
421,5
422,6
423,35
424,6
425,19
426,5
427,1
428,35
429,1
430,19
431,2
432,5
433,27
434,5
435,28
436,22
437,19
438,35
439,1
440,0
441,22
442,5
443,5
444,5
445,35
446,25
447,13
448,5
449,2
450,35
451,35
452,19
453,7
454,2
455,35
456,0
457,20
458,22
459,6
460,13
461,28
