,0
0,13
1,18
2,26
3,12
4,14
5,15
6,0
7,20
8,20
9,22
10,18
11,8
12,3
13,25
14,30
15,30
16,14
17,4
18,11
19,6
20,19
21,28
22,16
23,19
24,17
25,32
26,0
27,2
28,14
29,24
30,31
31,21
32,0
33,19
34,19
35,11
36,26
37,26
38,0
39,30
40,30
41,18
42,22
43,26
44,13
45,11
46,21
47,22
48,6
49,3
50,2
51,20
52,0
53,21
54,16
55,20
56,18
57,2
58,18
59,20
60,22
61,15
62,0
63,18
64,31
65,26
66,0
67,14
68,11
69,21
70,2
71,18
72,7
73,21
74,12
75,12
76,3
77,20
78,14
79,16
80,2
81,22
82,25
83,20
84,27
85,22
86,6
87,0
88,21
89,0
90,20
91,19
92,27
93,3
94,30
95,2
96,15
97,4
98,13
99,17
100,14
101,2
102,24
103,4
104,11
105,22
106,3
107,22
108,18
109,18
110,22
111,6
112,2
113,11
114,0
115,28
116,20
117,16
118,30
119,31
120,26
121,20
122,27
123,20
124,31
125,0
126,3
127,7
128,25
129,30
130,26
131,19
132,0
133,28
134,0
135,16
136,30
137,13
138,3
139,16
140,15
141,20
142,18
143,18
144,2
145,30
146,12
147,23
148,14
149,16
150,31
151,21
152,22
153,20
154,3
155,31
156,18
157,12
158,13
159,27
160,22
161,20
162,22
163,19
164,30
165,19
166,0
167,11
168,30
169,11
170,16
171,14
172,0
173,21
174,6
175,30
176,18
177,7
178,19
179,0
180,31
181,14
182,14
183,26
184,12
185,6
186,23
187,19
188,2
189,18
190,0
191,19
192,14
193,2
194,24
195,31
196,26
197,0
198,3
199,22
200,1
201,5
202,11
203,23
204,2
205,7
206,12
207,0
208,0
209,23
210,14
211,18
212,18
213,19
214,7
215,2
216,14
217,30
218,20
219,15
220,0
221,22
222,14
223,19
224,25
225,31
226,8
227,18
228,7
229,21
230,13
231,13
232,2
233,21
234,11
235,18
236,0
237,18
238,16
239,25
240,20
241,31
242,3
243,18
244,16
245,5
246,2
247,22
248,7
249,7
250,14
251,16
252,21
253,17
254,26
255,18
256,16
257,32
258,15
259,21
260,26
261,14
262,18
263,18
264,0
265,24
266,14
267,18
268,22
269,13
270,26
271,31
272,19
273,25
274,20
275,28
276,22
277,5
278,32
279,13
280,18
281,22
282,7
283,17
284,30
285,17
286,15
287,24
288,22
289,13
290,0
291,20
292,0
293,2
294,7
295,21
296,15
297,21
298,0
299,20
300,22
301,14
302,15
303,17
304,22
305,2
306,22
307,25
308,20
309,31
310,4
311,30
312,0
313,31
314,17
315,0
316,11
317,26
318,2
319,21
320,2
321,13
322,16
323,16
324,14
325,30
326,26
327,0
328,7
329,17
330,0
331,19
332,2
333,19
334,25
335,15
336,19
337,25
338,30
339,18
340,23
341,23
342,4
343,11
344,14
345,0
346,22
347,22
348,0
349,7
350,19
351,25
352,8
353,0
354,14
355,30
356,4
357,14
358,18
359,5
360,20
361,20
362,22
363,2
364,19
365,0
366,13
367,25
368,8
369,19
370,3
371,31
372,3
373,30
374,13
375,12
376,27
377,14
378,21
379,24
380,2
381,19
382,2
383,18
384,20
385,6
386,30
387,0
388,6
389,7
390,0
391,7
392,0
393,16
394,0
395,18
396,22
397,30
398,10
399,22
400,0
401,15
402,21
403,21
404,22
405,14
406,28
407,16
408,24
409,20
410,30
411,24
412,24
413,18
414,8
415,0
416,25
417,11
418,21
419,32
420,12
421,31
422,26
423,23
424,25
425,18
426,12
427,15
428,31
429,21
430,18
431,8
432,31
433,15
434,12
435,19
436,1
437,15
438,20
439,21
440,4
441,6
442,12
443,22
444,25
445,8
446,22
447,0
448,31
449,8
450,25
451,25
452,30
453,28
454,8
455,20
456,18
457,0
458,17
459,14
460,14
461,17
462,5
463,30
464,4
465,15
466,10
467,6
468,18
469,0
470,31
471,28
472,28
473,2
474,3
475,0
476,12
477,8
478,11
479,18
480,22
481,3
482,21
483,12
484,2
485,15
486,24
487,22
488,30
489,20
490,25
491,2
492,27
493,24
494,16
495,18
496,26
497,24
498,23
499,23
500,11
501,24
502,32
503,13
504,14
505,22
506,16
507,24
508,3
509,15
510,0
511,27
512,22
513,29
514,2
515,26
516,8
517,20
518,8
519,16
520,17
521,27
522,18
523,22
524,0
525,0
526,15
527,15
528,18
529,19
530,24
531,16
532,10
533,26
534,18
535,31
536,19
537,16
538,31
539,2
540,0
541,19
542,19
543,24
544,17
545,19
546,17
547,32
548,25
549,25
550,15
551,24
552,3
553,20
554,22
555,15
556,14
557,18
558,14
559,10
560,23
561,22
562,11
563,11
564,19
565,3
566,3
567,17
568,15
569,12
570,28
571,30
572,8
573,14
574,0
575,22
576,11
577,18
578,22
579,11
580,12
581,11
582,31
583,3
584,14
585,18
586,5
587,28
588,3
589,0
590,21
591,20
592,11
593,15
594,26
595,0
596,8
597,15
598,2
599,15
600,0
601,8
602,26
603,28
604,22
605,0
606,16
607,19
608,10
609,4
610,23
611,4
612,11
613,18
614,23
615,14
616,0
617,20
618,2
619,27
620,24
621,21
622,14
623,2
624,0
625,4
626,21
627,0
628,12
629,6
630,14
631,15
632,24
633,31
634,16
635,24
636,21
637,0
638,15
639,6
640,5
641,18
642,18
643,27
644,6
645,0
646,11
647,19
648,11
649,3
650,11
651,6
652,2
653,6
654,4
655,14
656,2
657,24
658,30
659,5
660,27
661,4
662,22
663,20
664,25
665,11
666,2
667,17
668,22
669,21
670,11
671,3
672,28
673,8
674,18
675,28
676,6
677,22
678,0
679,22
680,28
681,0
682,31
683,15
684,14
685,27
686,7
687,21
688,5
689,16
690,0
691,19
692,21
693,7
694,19
695,14
696,22
697,0
698,8
699,8
700,0
701,20
702,2
703,20
704,14
705,11
706,0
707,32
708,15
709,20
710,32
711,6
712,17
713,23
714,27
715,3
716,2
717,18
718,32
719,15
720,27
721,10
722,18
723,12
724,12
725,22
726,22
727,11
728,23
729,0
730,18
731,8
732,28
733,0
734,7
735,18
736,14
737,16
738,18
739,20
740,4
741,6
742,11
743,9
744,2
745,19
746,19
747,4
748,11
749,31
750,22
751,25
752,22
753,30
754,0
755,12
756,2
757,19
758,28
759,6
760,6
761,15
762,2
763,6
764,0
765,18
766,0
767,8
768,2
769,12
770,2
771,32
772,17
773,3
774,21
775,25
776,0
777,15
778,18
779,0
780,15
781,0
782,16
783,0
784,19
785,1
786,0
787,0
788,17
789,21
790,1
791,2
792,0
793,12
794,7
795,27
796,2
797,2
798,23
799,18
800,1
801,12
802,14
803,10
804,6
805,4
806,14
807,22
808,2
809,0
810,21
811,31
812,31
813,25
814,23
815,18
816,19
817,16
818,12
819,18
820,0
821,16
822,16
823,18
824,25
825,28
826,21
827,14
828,6
829,22
830,19
831,10
832,14
833,6
834,14
835,18
836,7
837,15
838,23
839,2
840,8
841,21
842,23
843,7
844,12
845,21
846,17
847,6
848,30
849,12
850,8
851,10
852,25
853,2
854,18
855,23
856,27
857,15
858,22
859,30
860,8
861,17
862,12
863,0
864,0
865,23
866,0
867,17
868,21
869,16
870,11
871,8
872,23
873,15
874,21
875,16
876,0
877,6
878,9
879,8
880,23
881,21
882,15
883,0
884,9
885,14
886,15
887,25
888,11
889,4
890,6
891,20
892,25
893,14
894,15
895,25
896,12
897,20
898,10
899,19
900,4
901,25
902,15
903,24
904,10
905,12
906,3
907,20
908,20
909,22
910,8
911,0
912,2
913,0
914,32
915,28
916,21
917,22
918,1
919,19
920,18
921,8
922,32
923,6
924,25
925,17
926,4
927,11
928,0
929,8
930,25
931,12
932,10
933,21
934,14
935,28
936,28
937,19
938,19
939,20
940,18
941,27
942,14
943,11
944,18
945,30
946,9
947,6
948,25
949,16
950,25
951,22
952,15
953,0
954,25
955,18
956,30
957,2
958,2
959,10
960,21
961,22
962,22
963,7
964,6
965,28
966,19
967,18
968,11
969,2
970,9
971,6
972,28
973,10
974,16
975,12
976,32
977,30
978,11
979,12
980,12
981,22
982,15
983,28
984,14
985,0
986,9
987,2
988,15
989,19
990,28
991,17
992,21
993,21
994,7
995,0
996,2
997,1
998,15
999,19
1000,22
1001,10
1002,12
1003,4
1004,0
1005,0
1006,0
1007,18
1008,19
1009,8
1010,22
1011,14
1012,22
1013,21
1014,15
1015,31
1016,12
1017,16
1018,14
1019,32
1020,11
1021,25
1022,0
1023,28
1024,22
1025,0
1026,28
1027,32
1028,3
1029,19
1030,0
1031,15
1032,2
1033,0
1034,2
1035,31
1036,7
1037,7
1038,19
1039,21
1040,14
1041,14
1042,0
1043,32
1044,6
1045,18
1046,11
1047,0
1048,32
1049,27
1050,32
1051,11
1052,17
1053,17
1054,28
1055,18
1056,2
1057,10
1058,28
1059,32
1060,14
1061,23
1062,20
1063,27
1064,20
1065,28
1066,21
1067,22
1068,7
1069,15
1070,28
1071,2
1072,2
1073,0
1074,20
1075,1
1076,3
1077,11
1078,2
1079,12
1080,0
1081,28
1082,10
1083,22
1084,9
1085,9
1086,0
1087,28
1088,14
1089,15
1090,25
1091,28
1092,19
1093,17
1094,2
1095,10
1096,19
1097,9
1098,29
1099,2
1100,14
1101,25
1102,9
1103,0
1104,4
1105,14
1106,7
1107,7
1108,29
1109,29
1110,29
1111,21
1112,12
1113,27
1114,29
1115,0
1116,29
1117,0
1118,0
1119,29
1120,0
1121,12
1122,29
1123,23
1124,29
1125,29
1126,11
1127,29
1128,29
1129,29
1130,14
1131,29
1132,29
1133,14
1134,9
1135,0
1136,16
1137,11
1138,29
1139,14
1140,6
1141,29
1142,0
1143,0
1144,0
1145,0
1146,29
1147,11
1148,6
1149,0
1150,11
1151,23
1152,9
1153,32
1154,9
1155,32
1156,0
1157,0
1158,29
1159,25
1160,32
1161,2
1162,2
1163,32
1164,23
1165,29
1166,10
1167,29
1168,21
1169,22
1170,18
1171,0
1172,18
1173,1
1174,0
1175,2
1176,0
1177,6
1178,29
1179,3
1180,29
1181,11
1182,29
1183,15
1184,8
1185,29
1186,32
1187,6
1188,18
1189,18
1190,29
1191,2
1192,17
1193,0
1194,2
1195,2
1196,21
1197,29
1198,9
1199,0
1200,0
1201,29
1202,29
1203,8
1204,0
1205,27
1206,12
1207,28
1208,21
1209,21
1210,14
1211,27
1212,0
1213,0
1214,2
1215,14
1216,18
1217,12
1218,11
1219,21
1220,1
1221,11
1222,29
1223,0
1224,29
1225,14
1226,11
1227,11
1228,2
1229,0
1230,32
1231,29
1232,15
1233,28
1234,2
1235,23
1236,32
1237,27
1238,0
1239,18
1240,0
1241,11
1242,30
1243,29
1244,2
1245,2
1246,29
1247,27
1248,0
1249,0
1250,29
1251,2
1252,12
1253,0
1254,19
1255,0
1256,29
1257,29
1258,29
1259,29
1260,0
1261,0
1262,21
1263,0
1264,32
1265,17
1266,0
1267,21
1268,23
