,0
0,6
1,16
2,14
3,21
4,27
5,19
6,0
7,15
8,6
9,10
10,16
11,23
12,22
13,20
14,28
15,28
16,31
17,28
18,1
19,12
20,18
21,9
22,26
23,18
24,13
25,25
26,22
27,8
28,22
29,28
30,23
31,21
32,30
33,2
34,2
35,1
36,0
37,14
38,21
39,28
40,28
41,16
42,30
43,14
44,6
45,1
46,1
47,10
48,28
49,1
50,30
51,31
52,21
53,21
54,26
55,25
56,16
57,0
58,16
59,10
60,30
61,19
62,27
63,16
64,15
65,14
66,30
67,27
68,1
69,26
70,13
71,16
72,29
73,21
74,15
75,15
76,0
77,31
78,27
79,26
80,21
81,10
82,7
83,6
84,5
85,7
86,12
87,30
88,32
89,0
90,32
91,2
92,5
93,16
94,28
95,30
96,21
97,28
98,6
99,13
100,22
101,30
102,17
103,28
104,1
105,30
106,13
107,10
108,16
109,16
110,30
111,12
112,30
113,8
114,30
115,16
116,32
117,26
118,28
119,23
120,14
121,31
122,5
123,6
124,23
125,0
126,1
127,29
128,23
129,28
130,14
131,2
132,0
133,9
134,0
135,20
136,28
137,6
138,1
139,32
140,19
141,6
142,16
143,16
144,30
145,28
146,15
147,4
148,22
149,32
150,23
151,3
152,30
153,10
154,28
155,23
156,16
157,15
158,6
159,5
160,10
161,6
162,30
163,2
164,28
165,2
166,30
167,8
168,28
169,1
170,26
171,27
172,30
173,32
174,12
175,28
176,16
177,21
178,2
179,30
180,23
181,27
182,22
183,14
184,15
185,12
186,4
187,2
188,30
189,16
190,30
191,2
192,27
193,30
194,30
195,23
196,14
197,32
198,30
199,10
200,7
201,24
202,1
203,4
204,30
205,29
206,15
207,0
208,21
209,4
210,22
211,16
212,16
213,2
214,29
215,8
216,22
217,22
218,31
219,19
220,27
221,20
222,27
223,2
224,23
225,23
226,8
227,16
228,29
229,1
230,6
231,6
232,28
233,12
234,18
235,16
236,0
237,16
238,20
239,7
240,21
241,23
242,20
243,16
244,20
245,24
246,28
247,30
248,29
249,29
250,27
251,26
252,1
253,13
254,14
255,16
256,26
257,25
258,19
259,1
260,14
261,27
262,16
263,16
264,0
265,28
266,18
267,16
268,10
269,6
270,7
271,23
272,2
273,7
274,18
275,9
276,10
277,24
278,25
279,6
280,16
281,31
282,29
283,13
284,28
285,13
286,19
287,30
288,10
289,6
290,0
291,21
292,0
293,8
294,29
295,1
296,19
297,17
298,0
299,10
300,15
301,22
302,19
303,13
304,10
305,0
306,31
307,7
308,15
309,23
310,23
311,28
312,0
313,23
314,4
315,30
316,10
317,14
318,30
319,7
320,0
321,6
322,26
323,26
324,27
325,28
326,14
327,21
328,21
329,13
330,0
331,2
332,30
333,18
334,7
335,19
336,2
337,7
338,28
339,16
340,4
341,4
342,28
343,1
344,27
345,30
346,10
347,31
348,0
349,29
350,2
351,7
352,15
353,24
354,27
355,28
356,28
357,22
358,16
359,24
360,6
361,21
362,31
363,30
364,2
365,0
366,6
367,7
368,7
369,2
370,25
371,23
372,21
373,28
374,26
375,15
376,5
377,22
378,3
379,7
380,8
381,2
382,30
383,16
384,21
385,12
386,28
387,21
388,12
389,29
390,21
391,29
392,0
393,26
394,24
395,16
396,10
397,30
398,17
399,23
400,10
401,19
402,3
403,3
404,31
405,22
406,9
407,26
408,27
409,10
410,28
411,13
412,1
413,16
414,2
415,21
416,7
417,1
418,1
419,30
420,15
421,23
422,14
423,4
424,7
425,16
426,15
427,19
428,23
429,21
430,16
431,12
432,23
433,19
434,15
435,18
436,8
437,19
438,26
439,1
440,16
441,10
442,20
443,10
444,7
445,31
446,31
447,30
448,23
449,3
450,7
451,7
452,28
453,9
454,2
455,30
456,16
457,0
458,13
459,22
460,21
461,13
462,24
463,28
464,18
465,19
466,31
467,18
468,16
469,0
470,23
471,9
472,9
473,0
474,30
475,0
476,15
477,0
478,1
479,16
480,8
481,0
482,1
483,15
484,8
485,21
486,28
487,10
488,16
489,31
490,7
491,8
492,5
493,28
494,20
495,16
496,14
497,13
498,4
499,4
500,8
501,30
502,25
503,6
504,22
505,32
506,26
507,13
508,28
509,22
510,0
511,5
512,31
513,27
514,25
515,14
516,2
517,10
518,12
519,20
520,13
521,5
522,16
523,20
524,30
525,0
526,19
527,22
528,16
529,2
530,28
531,26
532,24
533,28
534,16
535,23
536,2
537,20
538,23
539,30
540,0
541,18
542,2
543,13
544,13
545,2
546,8
547,25
548,7
549,7
550,19
551,30
552,27
553,30
554,30
555,20
556,22
557,16
558,27
559,12
560,4
561,30
562,1
563,1
564,18
565,30
566,30
567,13
568,19
569,15
570,9
571,28
572,15
573,22
574,32
575,30
576,24
577,16
578,31
579,1
580,15
581,30
582,23
583,30
584,22
585,16
586,24
587,9
588,27
589,0
590,1
591,25
592,24
593,19
594,30
595,21
596,3
597,19
598,0
599,19
600,0
601,8
602,14
603,0
604,30
605,0
606,30
607,2
608,17
609,18
610,8
611,31
612,1
613,16
614,4
615,27
616,30
617,12
618,8
619,5
620,28
621,8
622,22
623,0
624,0
625,18
626,1
627,0
628,15
629,2
630,21
631,19
632,27
633,23
634,20
635,28
636,3
637,24
638,19
639,9
640,24
641,16
642,16
643,31
644,12
645,0
646,1
647,2
648,1
649,28
650,24
651,9
652,30
653,24
654,28
655,18
656,8
657,14
658,28
659,24
660,5
661,18
662,10
663,25
664,7
665,26
666,8
667,13
668,30
669,1
670,1
671,16
672,9
673,7
674,16
675,9
676,24
677,31
678,0
679,8
680,9
681,0
682,23
683,19
684,22
685,5
686,29
687,22
688,24
689,26
690,0
691,18
692,1
693,29
694,18
695,27
696,30
697,0
698,3
699,7
700,0
701,31
702,8
703,30
704,27
705,1
706,0
707,25
708,19
709,31
710,25
711,9
712,13
713,4
714,16
715,8
716,30
717,16
718,25
719,19
720,30
721,1
722,16
723,20
724,15
725,30
726,30
727,8
728,4
729,16
730,16
731,15
732,9
733,0
734,29
735,16
736,27
737,20
738,16
739,21
740,28
741,12
742,1
743,14
744,30
745,2
746,2
747,28
748,26
749,23
750,18
751,7
752,30
753,12
754,10
755,15
756,8
757,2
758,2
759,9
760,9
761,19
762,30
763,12
764,0
765,16
766,0
767,2
768,30
769,0
770,8
771,25
772,13
773,8
774,1
775,7
776,0
777,19
778,16
779,0
780,19
781,21
782,26
783,20
784,26
785,10
786,0
787,30
788,13
789,3
790,32
791,30
792,0
793,15
794,29
795,5
796,30
797,10
798,4
799,16
800,10
801,15
802,21
803,17
804,12
805,18
806,22
807,31
808,30
809,0
810,1
811,23
812,23
813,7
814,4
815,16
