,0
0,1
1,33
2,23
3,25
4,29
5,32
6,25
7,28
8,3
9,14
10,33
11,21
12,27
13,2
14,8
15,8
16,14
17,15
18,16
19,13
20,12
21,9
22,25
23,12
24,0
25,22
26,27
27,25
28,27
29,8
30,25
31,17
32,25
33,31
34,31
35,17
36,23
37,23
38,25
39,8
40,8
41,33
42,14
43,23
44,1
45,14
46,17
47,14
48,26
49,16
50,25
51,14
52,19
53,17
54,1
55,22
56,33
57,25
58,33
59,4
60,22
61,32
62,27
63,33
64,28
65,23
66,25
67,27
68,16
69,17
70,0
71,33
72,5
73,17
74,28
75,28
76,19
77,3
78,27
79,14
80,25
81,14
82,2
83,3
84,10
85,14
86,13
87,19
88,31
89,19
90,24
91,31
92,10
93,23
94,8
95,25
96,32
97,15
98,1
99,0
100,27
101,22
102,30
103,15
104,16
105,25
106,0
107,4
108,33
109,33
110,14
111,13
112,19
113,11
114,1
115,9
116,3
117,25
118,8
119,1
120,23
121,3
122,10
123,3
124,1
125,19
126,16
127,5
128,2
129,8
130,23
131,31
132,1
133,9
134,19
135,2
136,8
137,1
138,17
139,24
140,32
141,3
142,33
143,33
144,25
145,8
146,28
147,7
148,17
149,19
150,1
151,24
152,14
153,11
154,19
155,1
156,33
157,25
158,1
159,10
160,14
161,3
162,31
163,31
164,8
165,31
166,19
167,11
168,8
169,16
170,16
171,27
172,27
173,31
174,13
175,8
176,33
177,10
178,31
179,2
180,1
181,29
182,27
183,23
184,28
185,13
186,7
187,31
188,25
189,33
190,19
191,31
192,27
193,25
194,1
195,14
196,23
197,27
198,27
199,14
200,4
201,20
202,16
203,7
204,19
205,5
206,28
207,19
208,19
209,7
210,14
211,33
212,33
213,31
214,5
215,25
216,27
217,8
218,14
219,32
220,27
221,14
222,29
223,31
224,1
225,1
226,21
227,33
228,5
229,17
230,1
231,1
232,15
233,17
234,11
235,33
236,19
237,33
238,2
239,4
240,3
241,1
242,27
243,33
244,2
245,20
246,15
247,11
248,5
249,5
250,27
251,16
252,17
253,0
254,23
255,33
256,25
257,22
258,32
259,17
260,23
261,27
262,33
263,33
264,19
265,8
266,12
267,33
268,14
269,1
270,23
271,1
272,31
273,2
274,12
275,11
276,14
277,20
278,22
279,1
280,33
281,14
282,5
283,0
284,8
285,0
286,32
287,25
288,11
289,1
290,19
291,3
292,19
293,25
294,5
295,17
296,32
297,17
298,19
299,27
300,14
301,27
302,32
303,0
304,19
305,25
306,7
307,2
308,3
309,1
310,12
311,8
312,19
313,1
314,0
315,19
316,11
317,23
318,25
319,17
320,25
321,1
322,11
323,25
324,30
325,8
326,23
327,25
328,10
329,0
330,19
331,31
332,25
333,12
334,2
335,32
336,31
337,2
338,8
339,33
340,7
341,7
342,15
343,16
344,30
345,19
346,14
347,14
348,19
349,7
350,31
351,2
352,21
353,11
354,30
355,8
356,15
357,27
358,33
359,20
360,3
361,27
362,14
363,22
364,31
365,33
366,1
367,2
368,21
369,31
370,22
371,1
372,11
373,8
374,1
375,28
376,10
377,27
378,24
379,2
380,25
381,31
382,25
383,33
384,17
385,13
386,8
387,25
388,13
389,5
390,27
391,5
392,25
393,25
394,31
395,33
396,14
397,8
398,30
399,14
400,19
401,32
402,24
403,24
404,14
405,27
