,0,1,pdf_names,year,language,authors,title
0,-11.0217495,27.369247,pdf_0.txt,2018,fr,"Claudia Marinica, Julien Longhi, Nader Hassine, Abdulhafiz Alkhouli, Boris Borzic",#Idéo2017 : une plateforme citoyenne dédiée à l'analyse des tweets lors des événements politiques
1,-23.133917,38.939445,pdf_1.txt,2018,fr,"Marius Barctus, Marc Boullé, Fabrice Clérot",A two level co-clustering algorithm for very large data sets
2,11.560429,5.032366,pdf_2.txt,2018,fr,"Jean-Benoît Griesner, Talel Abdesssalem, Hubert Naacke, Pierre Dosne",ALGeoSPF: Un modèle de factorisation basé sur du clustering géographique pour la recommandation de POI
3,11.451714,-8.215626,pdf_3.txt,2018,fr,"Abdeljalil Elouardighi, Mohcine Maghfour, Hafdalla Hammia, Fatima-Zahra Aazi",Analyse des sentiments à partir des commentaires Facebook publiés en Arabe standard ou dialectal marocain par une approche d'apprentissage automatique
4,-10.799533,-18.62074,pdf_4.txt,2018,fr,"Elyase Lassouli, Yasmine Mesbahi, Camille Pradel, Damien Sileo",Analyse en rôles sémantiques pour le résumé automatique
5,-25.632706,-11.014352,pdf_5.txt,2018,fr,"Marwan Batrouni, Aurélie Bertaux, Christophe Nicolle",Analyse Ontologique de scénario dans un contexte Big Data
6,-8.43251,14.332907,pdf_6.txt,2018,fr,"Romain Billot, Sofian Berrouiguet, Mark Larsen, Michel Walter, Jorge López Castroman, Enrique Baca-García, Philippe Courtet, Philippe Lenca",Apport de la fouille de données pour la prévention du risque suicidaire
7,19.532198,-25.229832,pdf_7.txt,2018,fr,"Vincent Lemaire, Oumaima Alaoui Ismaili",Apport des modèles locaux pour les K-moyennes prédictives
8,28.946575,-12.383913,pdf_8.txt,2018,fr,"Khalil Laghmari, Christophe Marsala, Mohammed Ramdani",Apprendre les relations de préférence et de co-occurrence entre les labels en classification multi-labels
9,9.300905,-10.720844,pdf_9.txt,2018,fr,"Emmanuelle Claeys, Pierre Gançarski, Myriam Maumy-Bertrand",Approche contextuelle par régression pour les tests A/B
10,-20.77319,36.993847,pdf_10.txt,2018,fr,Fosca Giannotti,Big Data for understanding human dynamics: the power of networks
11,10.632416,-17.79833,pdf_11.txt,2018,fr,"Denis Maurel, Jérémie Sublime, Sylvain Lefebvre",Cartes Auto-Organisatrices Incrémentales appliquées au Clustering Collaboratif
