,word,freq
0,Université,5
1,interestingness,4
2,informatiques,3
3,découverte,3
4,sélection,2
5,processus,2
6,extraction,2
7,recherche,2
8,diversité,2
9,particularité,2
10,identifie,2
11,informatique,2
12,connaissances,2
13,Microsoft,1
14,HHamilton,1
15,Interestingness,1
16,Department,1
17,important,1
18,destinées,1
19,classement,1
20,potentiel,1
21,utilisateur,1
22,permettent,1
23,également,1
24,découverts,1
25,importante,1
26,exploration,1
27,consensus,1
28,définition,1
29,définitions,1
