,word,freq
0,clustering,23
1,connaissances,18
2,étiquetés,11
3,différentes,9
4,important,8
5,intégration,7
6,knowledge,7
7,algorithme,7
8,résultats,6
9,disponibles,5
10,information,5
11,différents,5
12,international,5
13,conference,5
14,forestier,4
15,utilisation,4
16,background,4
17,évaluation,4
18,comparaison,4
19,cependant,3
20,algorithmes,3
21,plusieurs,3
22,présentés,3
23,également,3
24,pénaliser,3
25,étiquetées,3
26,supervised,3
27,artificial,3
28,supervisé,2
29,processus,2
