,word,freq
0,cellulaire,32
1,système,25
2,induction,25
3,apprentissage,24
4,symbolique,15
5,connaissances,15
6,machine,15
7,neurones,12
8,cellular,11
9,variables,11
10,automatique,9
11,validation,9
12,symbolic,8
13,individus,8
14,classification,8
15,systèmes,8
16,learning,8
17,beldjilali,7
18,inférence,7
19,utilisant,7
20,pertinentes,6
21,processus,6
22,plusieurs,6
23,résultats,6
24,exemples,6
25,sélection,6
26,capacité,6
27,extraction,5
28,données,5
29,automate,5
