,word,freq
0,classification,31
1,résultats,20
2,système,15
3,opinion,14
4,bigrammes,13
5,approche,12
6,classifieurs,12
7,méthode,10
8,documents,9
9,représentation,9
10,plantié,8
11,différents,8
12,catégories,8
13,ensemble,8
14,méthodes,6
15,vecteurs,6
16,appliqué,6
17,améliore,6
18,moyenne,6
19,tableau,6
20,article,5
21,utilisant,5
22,obtenus,5
23,données,5
24,apprentissage,5
25,classifieur,5
26,réduction,5
27,rapport,5
28,copivote,5
29,copivotebi,5
