,word,freq
0,citations,31
1,méthode,21
2,documents,18
3,document,18
4,recherche,16
5,similarité,16
6,information,13
7,utilisateur,13
8,articles,13
9,résultats,12
10,numériques,11
11,scientifiques,11
12,méthodes,11
13,bibliothèques,10
14,formule,10
15,article,9
16,travaux,9
17,contenu,9
18,textuel,9
19,citation,9
20,personnalisée,8
21,approches,8
22,collection,8
23,expérimentations,8
24,beigbeder,7
25,utilisons,7
26,utilisateurs,7
27,résultat,7
28,utilisant,7
29,données,7
