,word,freq
0,précision,84
1,compromis,62
2,indices,35
3,performance,28
4,courbes,25
5,performances,24
6,algorithmes,14
7,différents,14
8,algorithme,14
9,groupes,14
10,meilleur,14
11,jaccard,13
12,représente,12
13,kulczynski,12
14,hanczar,11
15,ensemble,11
16,bicluster,10
17,rapport,8
18,exemple,8
19,fonction,7
20,precision,7
21,optimale,7
22,mesures,6
23,contexte,6
24,comportement,6
25,classification,6
26,biclusters,6
27,paramètre,6
28,représentent,6
29,apprentissage,5
