,word,freq
0,évaluation,51
1,complexité,36
2,fréquence,32
3,extraction,22
4,méthodes,21
5,contrainte,21
6,ensemble,20
7,ensembles,19
8,confidence,19
9,découverte,18
10,augmente,13
11,contraintes,13
12,définition,13
13,crémilleux,10
14,fréquents,10
15,interrelation,9
16,correspond,9
17,extraits,8
18,association,8
19,sémantique,8
20,plusieurs,8
21,élémentaire,8
22,giacometti,7
23,ajustement,6
24,négativement,6
25,hämäläinen,6
26,positivement,6
27,pertinence,6
28,construction,6
29,augmenter,6
