,word,freq
0,séquence,16
1,périodes,15
2,ensemble,15
3,comportements,13
4,candidats,12
5,séquences,11
6,comportement,10
7,masseglia,8
8,séquentiels,8
9,définition,8
10,extraction,7
11,contient,7
12,navigation,7
13,extraire,6
14,pourcentage,6
15,fréquents,6
16,algorithme,6
17,utilisateurs,5
18,connectés,5
19,utilisateur,5
20,heuristique,5
21,résultat,5
22,resultatreel,5
23,distance,5
24,restaurant,5
25,antipolis,4
26,découpage,4
27,résultats,4
28,expérimentations,4
29,algorithm,4
