,word,freq
0,temporelles,34
1,représentation,22
2,symbolique,13
3,classification,13
4,temporelle,10
5,information,10
6,segments,10
7,régression,10
8,distance,9
9,linéaire,9
10,symboles,8
11,recherche,8
12,nouvelle,7
13,malinowski,6
14,euclidienne,6
15,ensemble,6
16,symbolic,5
17,approximation,5
18,distribution,5
19,alphabet,5
20,calculer,5
21,quantifier,5
22,moyennes,5
23,quantifiées,5
24,satellites,4
25,quantité,4
26,distances,4
27,performances,4
28,tendance,4
29,quantification,4
