,word,freq
0,moyennes,26
1,clustering,24
2,algorithme,23
3,classification,20
4,initialisation,20
5,méthodes,15
6,clusters,12
7,supervisée,11
8,standard,11
9,apprentissage,11
10,résultats,10
11,prédiction,10
12,supervised,8
13,instances,8
14,approche,7
15,utilisation,7
16,supervisées,6
17,compacité,5
18,déterministe,5
19,appartenant,4
20,variable,4
21,découvrir,4
22,compacts,4
23,performance,4
24,processus,4
25,prétraitement,4
26,initialization,4
27,simultanée,3
28,approches,3
29,nouvelles,3
