,word,freq
0,fréquents,31
1,itemsets,28
2,tuple,25
3,données,19
4,fermés,17
5,algorithme,17
6,space,14
7,bases,13
8,cette,12
9,travail,12
10,extraction,12
11,multicœurs,10
12,threads,10
13,closed,10
14,découverte,9
15,interface,9
16,motifs,9
17,tuples,9
18,mt_closed,9
19,parallèle,8
20,temps,8
21,calcul,8
22,nombre,8
23,parallélisation,8
24,section,7
25,implémentation,7
26,problème,6
27,support,6
28,algorithmes,6
29,article,6
