,word,freq
0,ressources,50
1,utilisateur,44
2,social,44
3,modèle,40
4,contexte,34
5,information,32
6,utilisateurs,28
7,annotations,26
8,requête,25
9,sociales,20
10,collection,20
11,ressource,19
12,requêtes,19
13,termes,17
14,pertinentes,17
15,résultats,16
16,score,15
17,bm25_s,15
18,bm25f_s,15
19,contenu,14
20,ensemble,14
21,sociale,13
22,cette,13
23,nombre,13
24,retrieval,13
25,modèles,12
26,combinaison,12
27,indexation,12
28,conference,12
29,informationnel,11
