,word,freq
0,actions,20
1,spatio,18
2,descripteur,18
3,descripteurs,15
4,mouvement,14
5,vidéo,11
6,action,11
7,utilisant,11
8,optique,10
9,visuels,10
10,recognition,10
11,temporel,9
12,proposé,9
13,précision,9
14,reconnaissance,8
15,information,8
16,intérêt,8
17,vecteur,8
18,classification,7
19,temporels,7
20,résultats,7
21,orientation,7
22,visual,7
23,humaines,6
24,méthode,6
25,chaque,6
26,local,6
27,position,6
28,ainsi,6
29,temporal,6
