,word,freq
0,données,10
1,fouille,7
2,notre,6
3,bitmap,6
4,approche,5
5,index,5
6,relationnelles,4
7,bases,4
8,jointure,4
9,valeurs,4
10,union,4
11,solution,3
12,permet,3
13,temps,3
14,traitement,3
15,autre,3
16,prédictif,3
17,négation,3
18,ayant,3
19,table,3
20,bentayeb,2
21,france,2
22,lyon2,2
23,efficace,2
24,taille,2
25,particulier,2
26,algorithmes,2
27,tables,2
28,caractère,2
29,consiste,2
