,word,freq
0,graphes,6
1,langue,6
2,traduction,5
3,contexte,5
4,sommets,5
5,graphe,4
6,déclencheur,4
7,sémantiques,3
8,essentielles,3
9,résumé,3
10,contextes,3
11,partir,3
12,sémantique,3
13,méthode,3
14,langlois,2
15,informations,2
16,contenues,2
17,documents,2
18,langues,2
19,différentes,2
20,apparaît,2
21,automatiques,2
22,automatique,2
23,hutchins,2
24,edmundson,2
25,kupiec,2
26,représentation,2
27,traductions,2
28,principaux,2
29,satellites,2
