,word,freq
0,données,27
1,visualisation,15
2,portail,14
3,prosopographiques,12
4,prosograph,10
5,interfaces,8
6,prosomap,8
7,interface,8
8,réseaux,7
9,spatio,6
10,carrière,6
11,ensemble,6
12,projet,5
13,renaissance,5
14,sémantique,5
15,différentes,5
16,exploration,5
17,graphes,5
18,interrogation,5
19,plusieurs,5
20,concepts,5
21,personnages,4
22,professionnels,4
23,temporelles,4
24,déplacements,4
25,fiches,4
26,relations,4
27,visual,4
28,différents,4
29,période,4
