,word,freq
0,concepts,37
1,modèle,34
2,langue,21
3,information,15
4,document,15
5,requête,13
6,ontologie,12
7,modèles,11
8,approche,11
9,probabilité,11
10,sémantique,11
11,science,11
12,sémantiques,10
13,concept,10
14,recherche,9
15,dépendances,8
16,proposé,8
17,wordnet,8
18,retrieval,8
19,problème,7
20,gramme,7
21,geography,7
22,language,7
23,documents,6
24,relations,6
25,ressources,6
26,lissage,6
27,approches,5
28,surfacique,5
29,intégrer,5
