,word,freq
0,chansons,38
1,paroles,22
2,collection,16
3,visualisation,15
4,cluster,15
5,interface,12
6,données,12
7,chaque,12
8,thématiques,10
9,clusters,10
10,chanson,10
11,exploration,9
12,musique,9
13,partir,7
14,analyse,7
15,clustering,7
16,nombre,7
17,chercheurs,7
18,informations,6
19,corpus,6
20,artistes,6
21,termes,6
22,lyrics,6
23,métadonnées,5
24,utilisons,5
25,descripteurs,5
26,classification,5
27,autres,5
28,sélection,5
29,résultats,5
