,word,freq
0,treillis,43
1,classification,42
2,approche,37
3,apprentissage,36
4,citrec,30
5,visages,28
6,instances,25
7,instance,23
8,classifieur,21
9,classe,20
10,visage,19
11,concept,19
12,reconnaissance,18
13,algorithme,18
14,ensemble,17
15,galois,16
16,nouvelle,16
17,consiste,15
18,classifieurs,15
19,annotation,15
20,résultats,14
21,concepts,13
22,attributs,13
23,extension,13
24,hybride,12
25,modèle,12
26,contexte,11
27,points,11
28,supervisée,10
29,section,10
