,word,freq
0,hiérarchies,73
1,données,48
2,attribut,35
3,contextuelles,31
4,hiérarchie,29
5,attributs,26
6,denver,22
7,résumé,21
8,contexte,18
9,approche,16
10,viande,16
11,chaque,15
12,poisson,15
13,nombre,13
14,séquences,12
15,résultats,12
16,valeurs,12
17,motifs,12
18,méthode,11
19,automatique,11
20,processus,11
21,extraction,11
22,partir,11
23,ensemble,11
24,favori,10
25,snowboard,10
26,volley,10
27,contextuelle,10
28,distance,10
29,information,9
